"Block.Group.ID","Average.Block.Group.Score","Population","Population.3.Mile","Households.3.Mile","Percent.Kids.under.5","Percent.Kids.under.5.3.Mile","Percent.Kids.5.to.9","Percent.Kids.5.to.9.3 Mile","Average.Age","Household.income.under.40K.3Mile","Household.income.40K.to.50K.3.Mile","Household.income.50K.to.60K.3.Mile","Household.income.60K.to.75K.3.Mile","Household.income.75K.to.100K.3.Mile","Household.income.100:.125K.3.Mile","Household.income.125K.to.150K.3.Mile","Household.income.150K.to.200K.3.Mile","Household.income.200K+.3Mile","Score.Predict"
"530530703154",NA,834,33783,12422,0,0.074,0.058,0.071,43.9,0.155,0.06,0.08,0.1,0.136,0.127,0.086,0.139,0.117,"0.5"
"530330012002",NA,669,223366,94313,0.097,0.055,0,0.048,34.8,0.255,0.064,0.065,0.082,0.117,0.098,0.072,0.104,0.145,"0.75"
"530330278001",NA,1097,53103,19967,0.063,0.063,0.076,0.067,51.7,0.275,0.093,0.074,0.098,0.131,0.09,0.084,0.072,0.083,"0.5"
"530530716022",NA,1511,92240,33187,0.089,0.07,0.049,0.068,32.7,0.36,0.111,0.107,0.112,0.135,0.076,0.043,0.037,0.018,"0.25"
"530670117102",NA,1560,72347,29955,0.01,0.054,0.037,0.058,37.9,0.27,0.087,0.095,0.107,0.157,0.114,0.065,0.062,0.043,"0.5"
"530330052002",NA,1615,305298,145710,0.021,0.044,0,0.038,22.1,0.211,0.055,0.059,0.081,0.119,0.104,0.083,0.109,0.179,"0.5"
"530330322103",NA,6559,52977,20435,0.082,0.071,0.061,0.072,33.8,0.149,0.039,0.045,0.068,0.132,0.104,0.098,0.128,0.238,"0.5"
"530330327042",NA,1468,11541,4166,0.072,0.056,0.113,0.089,39.3,0.185,0.055,0.03,0.065,0.125,0.145,0.107,0.16,0.129,"0.5"
"530530715042",NA,1961,93204,33956,0.01,0.075,0.007,0.072,20.3,0.402,0.114,0.1,0.106,0.133,0.062,0.035,0.034,0.014,"0.5"
"530330228032",NA,2878,104799,41334,0.064,0.066,0.114,0.072,36.1,0.158,0.037,0.04,0.074,0.118,0.126,0.093,0.138,0.215,"0.5"
"530530724082",NA,2192,24927,10181,0.03,0.047,0.081,0.056,44.3,0.207,0.062,0.059,0.085,0.155,0.125,0.082,0.084,0.14,"0.5"
"530330327023",NA,950,5005,1767,0.017,0.045,0,0.064,46.5,0.097,0.037,0.012,0.085,0.179,0.14,0.157,0.151,0.141,"0.75"
"530330286002",NA,909,68624,25331,0.081,0.067,0.08,0.063,56.1,0.284,0.103,0.082,0.107,0.123,0.089,0.08,0.063,0.07,"0.5"
"530330293031",NA,1136,89362,33008,0.031,0.066,0.083,0.063,37.5,0.202,0.072,0.082,0.123,0.159,0.117,0.083,0.099,0.062,"0.5"
"530670102001",NA,1359,47246,21125,0.014,0.049,0.04,0.047,56.3,0.353,0.093,0.074,0.111,0.133,0.081,0.072,0.047,0.037,"0.5"
"530530630002",NA,2359,136465,51014,0.033,0.076,0.069,0.072,32.3,0.384,0.116,0.104,0.112,0.126,0.077,0.037,0.028,0.017,"0.25"
"530670116221",NA,1592,59864,23298,0.065,0.071,0.077,0.065,37.8,0.242,0.088,0.087,0.133,0.177,0.118,0.067,0.058,0.029,"0.5"
"530539400061",NA,1632,86136,31277,0.077,0.067,0.135,0.07,30.5,0.365,0.089,0.096,0.111,0.142,0.09,0.043,0.039,0.026,"0.5"
"530330091001",NA,773,202109,107928,0,0.034,0.014,0.03,54.8,0.265,0.06,0.058,0.079,0.114,0.096,0.08,0.096,0.153,"0.5"
"530670104003",NA,755,64752,28260,0.02,0.051,0.037,0.052,51.4,0.334,0.094,0.091,0.092,0.141,0.099,0.062,0.048,0.038,"0.5"
"530330236032",NA,2431,118193,48636,0.111,0.06,0.024,0.059,30.2,0.163,0.048,0.045,0.075,0.113,0.123,0.078,0.128,0.227,"0.5"
"530330323271",NA,3391,27293,9778,0.012,0.067,0.021,0.079,69.2,0.113,0.042,0.029,0.061,0.094,0.123,0.084,0.119,0.335,"0.5"
"530330253022",NA,1971,110128,42461,0.05,0.063,0.094,0.06,41.9,0.257,0.077,0.079,0.104,0.137,0.124,0.064,0.079,0.079,"0.5"
"530530730012",NA,1346,10609,3631,0,0.055,0.102,0.087,28.3,0.315,0.083,0.105,0.104,0.163,0.076,0.044,0.083,0.025,"0.5"
"530530606004",NA,963,93950,40299,0.013,0.054,0.024,0.057,36,0.35,0.088,0.069,0.099,0.133,0.09,0.06,0.065,0.047,"0.5"
"530330322081",NA,2041,63310,23420,0.04,0.067,0.098,0.073,44.5,0.119,0.037,0.04,0.056,0.109,0.106,0.113,0.134,0.286,"0.5"
"530330258042",NA,725,102346,39128,0.057,0.065,0.033,0.063,44.3,0.218,0.076,0.084,0.119,0.149,0.121,0.076,0.091,0.067,"0.5"
"530330290032",NA,1278,82827,30103,0.011,0.065,0.101,0.077,34.8,0.317,0.091,0.088,0.129,0.119,0.089,0.062,0.058,0.048,"0.5"
"530330323092",NA,4413,93269,36765,0.046,0.072,0.034,0.072,30.2,0.144,0.036,0.04,0.072,0.106,0.123,0.101,0.149,0.23,"0.75"
"530530714111",NA,2985,43782,14561,0.106,0.072,0.091,0.088,30.3,0.25,0.07,0.1,0.135,0.187,0.082,0.085,0.058,0.033,"0.5"
"530330085003",NA,1936,211412,112716,0.007,0.034,0,0.03,37.2,0.255,0.058,0.057,0.078,0.115,0.096,0.081,0.097,0.163,"0.25"
"530530624005",NA,890,118689,45629,0,0.063,0.18,0.072,28.9,0.389,0.097,0.095,0.111,0.127,0.088,0.043,0.032,0.02,"0.5"
"530530719025",NA,1110,47169,17087,0.007,0.094,0.032,0.084,59,0.385,0.104,0.085,0.107,0.135,0.074,0.05,0.03,0.028,"0.5"
"530530721073",NA,708,68154,26571,0.017,0.071,0.054,0.066,57.3,0.356,0.094,0.089,0.117,0.123,0.082,0.061,0.045,0.033,"0.5"
"530330011001",NA,1434,187218,80194,0.046,0.055,0.043,0.049,38.9,0.245,0.065,0.063,0.082,0.123,0.098,0.074,0.105,0.145,"0.5"
"530330297004",NA,951,105303,35773,0.05,0.078,0.046,0.078,41.6,0.311,0.085,0.082,0.123,0.13,0.097,0.068,0.058,0.047,"0.5"
"530330087003",NA,1374,208166,110391,0.02,0.035,0.041,0.03,35.1,0.259,0.058,0.057,0.077,0.114,0.096,0.08,0.096,0.162,"0.5"
"530530611007",NA,1334,119944,50996,0.124,0.058,0.043,0.06,27.5,0.329,0.091,0.078,0.102,0.135,0.094,0.057,0.059,0.054,"0.75"
"530530712061",NA,728,64964,24627,0,0.055,0.023,0.055,59.5,0.259,0.091,0.08,0.118,0.138,0.121,0.066,0.078,0.049,"0.5"
"530330203004",NA,1470,67379,27414,0.112,0.06,0.05,0.051,40.1,0.253,0.062,0.057,0.087,0.146,0.118,0.08,0.106,0.091,"0.5"
"530330312052",NA,2172,68619,23671,0.076,0.074,0.144,0.081,29.6,0.287,0.082,0.082,0.112,0.15,0.101,0.071,0.069,0.046,"0.5"
"530670126203",NA,780,3612,1351,0.063,0.046,0.065,0.05,39.7,0.32,0.119,0.062,0.115,0.139,0.12,0.044,0.059,0.021,"0.5"
"530530714093",NA,1157,57919,20050,0.059,0.065,0.056,0.074,40.1,0.258,0.07,0.102,0.125,0.185,0.085,0.084,0.06,0.03,"0.5"
"530330036001",NA,1566,252590,108175,0.054,0.051,0.049,0.044,30.2,0.217,0.061,0.058,0.086,0.117,0.099,0.082,0.105,0.176,"0.75"
"530530719022",NA,881,91959,35770,0.023,0.075,0.059,0.066,33.9,0.346,0.098,0.093,0.11,0.127,0.084,0.061,0.045,0.036,"0.5"
"530530731143",NA,1227,27986,9286,0.046,0.074,0.092,0.078,43.2,0.244,0.09,0.074,0.129,0.152,0.099,0.097,0.074,0.041,"0.5"
"530330204025",NA,1336,72208,28723,0.067,0.065,0.035,0.055,35.3,0.225,0.068,0.057,0.084,0.157,0.116,0.083,0.114,0.095,"0.5"
"530330021001",NA,1753,188622,77951,0.064,0.052,0.087,0.047,43.7,0.268,0.064,0.062,0.078,0.116,0.09,0.068,0.098,0.154,"0.5"
"530670116242",NA,3663,48891,18464,0.054,0.075,0.081,0.069,37.8,0.221,0.084,0.085,0.133,0.191,0.112,0.075,0.067,0.031,"0.5"
"530330013001",NA,1653,231405,100700,0.067,0.055,0.011,0.047,37.9,0.242,0.062,0.063,0.086,0.118,0.101,0.079,0.103,0.146,"0.5"
"530330087001",NA,1574,213191,113053,0.035,0.035,0.006,0.03,30.5,0.253,0.058,0.058,0.077,0.115,0.096,0.081,0.098,0.163,"0.75"
"530530609052",NA,1053,99468,41624,0,0.063,0.103,0.059,47.8,0.292,0.085,0.077,0.1,0.14,0.101,0.065,0.069,0.071,"0.5"
"530330038002",NA,1182,206509,86712,0.062,0.05,0.084,0.046,36.1,0.237,0.065,0.058,0.079,0.11,0.091,0.076,0.108,0.175,"0.75"
"530539400022",NA,996,52329,18702,0.124,0.067,0.063,0.07,32.2,0.324,0.08,0.088,0.114,0.147,0.092,0.058,0.057,0.041,"0.5"
"530530713043",NA,772,80962,29388,0.03,0.062,0.036,0.059,49.6,0.232,0.077,0.073,0.122,0.143,0.124,0.079,0.091,0.06,"0.5"
"530530731101",NA,2000,64563,22476,0.048,0.071,0.056,0.069,43.9,0.21,0.067,0.063,0.104,0.154,0.14,0.099,0.094,0.069,"0.5"
"530530717052",NA,1449,104699,37959,0.035,0.079,0.144,0.069,38.5,0.398,0.112,0.106,0.115,0.127,0.061,0.036,0.031,0.014,"0.25"
"530330002003",NA,2124,160638,68749,0.075,0.058,0.026,0.046,36.2,0.252,0.07,0.067,0.087,0.131,0.105,0.07,0.102,0.116,"0.75"
"530330326024",NA,3573,17718,5818,0.095,0.09,0.098,0.096,37.6,0.071,0.036,0.037,0.042,0.138,0.107,0.125,0.215,0.231,"0.5"
"530330089004",NA,1272,189342,97805,0.01,0.035,0.04,0.032,37.4,0.278,0.056,0.057,0.078,0.105,0.093,0.081,0.094,0.158,"0.5"
"530330222014",NA,1016,111326,45735,0.11,0.061,0,0.058,38.7,0.192,0.061,0.064,0.08,0.134,0.107,0.09,0.123,0.15,"0.5"
"530330251024",NA,1494,91004,35201,0.01,0.062,0.023,0.067,39.8,0.221,0.065,0.069,0.103,0.141,0.117,0.07,0.098,0.116,"0.5"
"530330323133",NA,853,79089,30532,0.121,0.069,0.074,0.081,37.3,0.135,0.031,0.037,0.061,0.096,0.118,0.103,0.154,0.264,"0.5"
"530330234033",NA,1322,86427,31546,0.079,0.056,0.048,0.065,45.3,0.157,0.049,0.044,0.076,0.109,0.109,0.078,0.13,0.248,"0.5"
"530330323221",NA,1124,48473,17634,0.045,0.068,0.074,0.073,44.9,0.106,0.042,0.044,0.051,0.093,0.123,0.084,0.145,0.313,"0.5"
"530330294081",NA,977,103813,34865,0.029,0.072,0.018,0.067,44.1,0.27,0.072,0.079,0.116,0.131,0.107,0.084,0.079,0.062,"0.5"
"530530723071",NA,1892,90559,36769,0.053,0.074,0.04,0.054,29.3,0.323,0.101,0.098,0.112,0.135,0.082,0.056,0.047,0.047,"0.5"
"530330103001",NA,973,115177,42509,0.069,0.055,0.039,0.062,41.7,0.267,0.065,0.06,0.079,0.114,0.093,0.076,0.091,0.155,"0.5"
"530330323091",NA,1746,105599,42640,0.093,0.068,0.015,0.067,30.9,0.148,0.038,0.046,0.069,0.112,0.119,0.101,0.139,0.227,"0.5"
"530330027001",NA,1829,252435,108509,0.109,0.05,0.041,0.046,29.4,0.234,0.062,0.06,0.086,0.116,0.099,0.079,0.105,0.159,"0.75"
"530330206003",NA,850,116469,49431,0.06,0.058,0.035,0.049,42.3,0.277,0.068,0.068,0.083,0.142,0.104,0.068,0.095,0.095,"0.5"
"530330028003",NA,1326,260638,114141,0.071,0.05,0.065,0.043,37.4,0.222,0.063,0.057,0.089,0.121,0.102,0.083,0.104,0.159,"0.75"
"530530723052",NA,994,125636,51266,0.182,0.064,0.087,0.06,38.8,0.32,0.093,0.08,0.102,0.14,0.096,0.059,0.061,0.051,"0.5"
"530330020002",NA,1007,226891,96429,0.068,0.053,0.029,0.046,43.9,0.269,0.065,0.063,0.082,0.115,0.093,0.07,0.099,0.144,"0.75"
"530330028001",NA,1159,252685,110784,0.102,0.05,0.08,0.043,39.2,0.226,0.064,0.058,0.087,0.119,0.102,0.084,0.104,0.157,"0.75"
"530330035002",NA,1558,265932,117965,0.051,0.05,0.057,0.042,38.2,0.206,0.06,0.061,0.091,0.122,0.105,0.085,0.108,0.163,"0.75"
"530330064002",NA,1012,268558,135358,0.014,0.034,0.038,0.028,47.1,0.258,0.057,0.059,0.077,0.113,0.094,0.079,0.095,0.168,"0.5"
"530330210001",NA,1079,138026,59112,0.066,0.058,0.091,0.048,39.5,0.277,0.072,0.07,0.083,0.14,0.101,0.066,0.094,0.095,"0.5"
"530330304015",NA,2501,83510,30282,0.08,0.067,0.05,0.062,32,0.263,0.082,0.088,0.122,0.144,0.099,0.072,0.079,0.05,"0.5"
"530530707032",NA,2010,54134,19046,0.079,0.074,0.041,0.063,38.2,0.223,0.079,0.08,0.114,0.15,0.119,0.088,0.086,0.061,"0.5"
"530330322124",NA,2757,58591,21493,0.11,0.07,0.085,0.079,35.7,0.125,0.03,0.041,0.056,0.117,0.106,0.104,0.134,0.288,"0.5"
"530330227031",NA,1329,110346,47250,0.094,0.063,0.062,0.054,37.5,0.158,0.036,0.039,0.068,0.11,0.119,0.096,0.131,0.242,"0.5"
"530330303061",NA,1405,78639,28329,0.058,0.061,0.053,0.058,35.1,0.221,0.082,0.079,0.107,0.147,0.119,0.086,0.091,0.068,"0.5"
"530330317052",NA,882,52150,17739,0.039,0.058,0.098,0.073,41.2,0.141,0.058,0.071,0.084,0.159,0.139,0.113,0.109,0.127,"0.5"
"530670124203",NA,1055,32878,12584,0.043,0.064,0.064,0.066,50.2,0.198,0.088,0.091,0.127,0.186,0.118,0.074,0.072,0.046,"0.5"
"530330219033",NA,756,106150,42515,0.056,0.066,0.024,0.061,43.2,0.166,0.055,0.057,0.08,0.129,0.124,0.105,0.132,0.151,"0.5"
"530530731202",NA,2228,80844,27056,0.106,0.071,0.119,0.076,32.1,0.196,0.074,0.079,0.118,0.17,0.148,0.09,0.076,0.05,"0.5"
"530330203002",NA,1185,86351,35291,0.113,0.06,0.099,0.051,32.5,0.254,0.062,0.065,0.086,0.149,0.109,0.079,0.103,0.094,"0.5"
"530530714082",NA,1676,64925,22379,0.027,0.062,0.089,0.071,38.5,0.283,0.07,0.107,0.133,0.175,0.082,0.065,0.06,0.026,"0.5"
"530530703151",NA,1273,27755,10034,0.075,0.079,0.057,0.075,50.7,0.129,0.06,0.072,0.086,0.134,0.136,0.089,0.155,0.139,"0.5"
"530330056002",NA,1388,85497,39612,0.03,0.056,0.091,0.044,47.5,0.142,0.063,0.057,0.091,0.127,0.115,0.094,0.107,0.205,"0.5"
"530330320103",NA,1368,38663,13181,0.061,0.066,0.126,0.105,41.7,0.116,0.04,0.049,0.092,0.188,0.136,0.12,0.15,0.108,"0.5"
"530330322152",NA,3041,37218,12415,0.068,0.062,0.09,0.089,41.1,0.058,0.023,0.022,0.037,0.073,0.086,0.12,0.185,0.396,"0.5"
"530330302022",NA,1731,103697,37873,0.061,0.066,0.206,0.067,33,0.27,0.079,0.091,0.126,0.139,0.102,0.079,0.065,0.051,"0.5"
"530330294061",NA,2097,105126,34012,0.038,0.068,0.083,0.07,37.2,0.239,0.074,0.075,0.112,0.142,0.113,0.091,0.085,0.069,"0.5"
"530330323223",NA,1720,56762,21140,0.059,0.072,0.064,0.071,40.8,0.116,0.047,0.049,0.056,0.113,0.121,0.091,0.132,0.274,"0.5"
"530330323241",NA,671,79610,31317,0.036,0.067,0.07,0.073,48.5,0.138,0.037,0.038,0.067,0.109,0.126,0.102,0.146,0.237,"0.5"
"530530714071",NA,1043,58427,18542,0.036,0.077,0.073,0.089,37.1,0.195,0.075,0.091,0.129,0.179,0.128,0.087,0.073,0.043,"0.5"
"530670117201",NA,2143,35953,14195,0.021,0.061,0.039,0.066,49,0.205,0.082,0.099,0.122,0.184,0.119,0.062,0.081,0.047,"0.5"
"530530629004",NA,808,127448,48580,0.015,0.077,0.051,0.071,38.4,0.376,0.115,0.105,0.109,0.127,0.078,0.039,0.028,0.023,"0.5"
"530530713042",NA,3830,77075,27395,0.084,0.067,0.09,0.064,30.4,0.222,0.076,0.076,0.119,0.15,0.13,0.088,0.08,0.06,"0.5"
"530330018003",NA,1874,247145,109098,0.11,0.052,0,0.044,30.9,0.241,0.063,0.06,0.089,0.117,0.098,0.081,0.102,0.15,"0.75"
"530330022004",NA,1324,146644,58122,0.064,0.048,0.048,0.05,48,0.26,0.061,0.057,0.068,0.104,0.088,0.066,0.105,0.193,"0.5"
"530330306003",NA,1504,74018,26595,0.07,0.072,0.051,0.074,40.5,0.294,0.086,0.094,0.121,0.143,0.083,0.073,0.065,0.041,"0.5"
"530330033001",NA,1626,222688,100129,0.089,0.052,0.06,0.042,36.7,0.203,0.061,0.059,0.093,0.119,0.104,0.085,0.106,0.169,"0.75"
"530330247012",NA,1996,84105,31652,0.072,0.052,0.092,0.06,32.6,0.132,0.039,0.037,0.069,0.105,0.101,0.087,0.134,0.297,"0.5"
"530330286006",NA,1120,66793,24798,0.154,0.068,0.025,0.064,34.9,0.278,0.1,0.084,0.111,0.126,0.09,0.076,0.066,0.069,"0.5"
"530330308011",NA,1464,76553,27473,0.068,0.074,0.081,0.072,26.7,0.262,0.08,0.092,0.127,0.134,0.096,0.078,0.079,0.052,"0.5"
"530530609055",NA,1111,72292,30244,0.026,0.061,0.012,0.057,58.4,0.278,0.08,0.07,0.102,0.152,0.102,0.07,0.068,0.078,"0.5"
"530330260013",NA,1017,105994,40302,0.008,0.061,0.035,0.059,50.5,0.271,0.082,0.073,0.106,0.133,0.116,0.067,0.076,0.077,"0.5"
"530670103004",NA,993,63798,27013,0.125,0.049,0.073,0.054,28.6,0.314,0.092,0.089,0.103,0.134,0.103,0.069,0.057,0.038,"0.5"
"530330290014",NA,1779,78793,28434,0.029,0.062,0.035,0.077,48.8,0.286,0.093,0.09,0.128,0.121,0.095,0.066,0.065,0.057,"0.5"
"530330078002",NA,2118,188760,98418,0.051,0.034,0.062,0.03,40.3,0.26,0.054,0.056,0.077,0.106,0.097,0.08,0.1,0.169,"0.5"
"530530717053",NA,937,111763,40230,0.03,0.075,0.142,0.07,35.8,0.387,0.115,0.108,0.11,0.125,0.072,0.036,0.028,0.017,"0.25"
"530530702042",NA,2264,30852,10353,0.089,0.08,0.056,0.078,40.9,0.157,0.082,0.074,0.102,0.154,0.161,0.11,0.102,0.057,"0.5"
"530530735002",NA,1506,50454,20182,0.058,0.058,0.05,0.06,35.7,0.255,0.094,0.089,0.116,0.153,0.107,0.061,0.078,0.048,"0.5"
"530330247021",NA,2214,97574,37220,0.089,0.052,0.035,0.061,32.8,0.176,0.055,0.059,0.089,0.127,0.12,0.074,0.113,0.189,"0.5"
"530539400011",NA,1652,56746,19902,0.065,0.062,0.032,0.06,46.1,0.194,0.088,0.074,0.098,0.148,0.133,0.096,0.094,0.075,"0.5"
"530530717071",NA,899,95005,34622,0.031,0.069,0.1,0.067,30.5,0.387,0.115,0.108,0.111,0.132,0.063,0.036,0.035,0.013,"0.25"
"530530734045",NA,2322,62096,24343,0.045,0.056,0.033,0.052,39.6,0.275,0.096,0.085,0.118,0.14,0.111,0.056,0.077,0.043,"0.5"
"530330230004",NA,1222,88966,33210,0.007,0.065,0.081,0.07,44.3,0.145,0.042,0.043,0.074,0.111,0.118,0.083,0.137,0.249,"0.5"
"530330305042",NA,1221,69253,24632,0.007,0.071,0.038,0.076,39.1,0.293,0.077,0.094,0.115,0.144,0.094,0.068,0.07,0.045,"0.5"
"530330268021",NA,1580,111121,42898,0.109,0.068,0.094,0.073,30.3,0.305,0.092,0.074,0.093,0.128,0.093,0.077,0.07,0.069,"0.75"
"530330319032",NA,2109,60600,21995,0.062,0.066,0.087,0.07,40.9,0.175,0.061,0.075,0.092,0.146,0.135,0.086,0.119,0.111,"0.5"
"530530609044",NA,1607,81732,35292,0.033,0.055,0.032,0.058,47.5,0.288,0.083,0.065,0.1,0.142,0.107,0.069,0.076,0.07,"0.5"
"530330312023",NA,1077,5033,1847,0,0.056,0.044,0.067,57.4,0.159,0.078,0.052,0.071,0.169,0.112,0.166,0.079,0.114,"0.5"
"530670123102",NA,1915,43688,16620,0.007,0.067,0.04,0.068,41,0.21,0.087,0.091,0.146,0.18,0.106,0.082,0.061,0.036,"0.5"
"530530629006",NA,1224,124265,47689,0.083,0.077,0.077,0.073,38.6,0.381,0.115,0.101,0.116,0.124,0.078,0.039,0.028,0.019,"0.25"
"530330323234",NA,1135,62097,24113,0.061,0.066,0.128,0.078,39.1,0.135,0.035,0.037,0.059,0.105,0.126,0.099,0.143,0.261,"0.5"
"530330267003",NA,824,102621,39902,0.061,0.066,0.023,0.074,54.2,0.297,0.089,0.077,0.094,0.124,0.093,0.077,0.074,0.076,"0.5"
"530330323222",NA,716,49219,17590,0.089,0.072,0.05,0.072,42.8,0.109,0.042,0.042,0.053,0.098,0.118,0.08,0.141,0.317,"0.5"
"530330026004",NA,1044,239283,101427,0.039,0.05,0.118,0.047,36.6,0.234,0.065,0.061,0.084,0.113,0.096,0.077,0.106,0.163,"0.75"
"530330279001",NA,1265,84590,30991,0.126,0.072,0.021,0.067,43.6,0.31,0.096,0.079,0.092,0.132,0.091,0.075,0.064,0.06,"0.5"
"530330060003",NA,1562,284177,145011,0.131,0.037,0.04,0.028,35.2,0.225,0.059,0.062,0.083,0.12,0.101,0.085,0.101,0.165,"0.75"
"530530703113",NA,2143,34557,11644,0.087,0.072,0.08,0.073,33,0.143,0.079,0.077,0.106,0.164,0.17,0.107,0.094,0.06,"0.5"
"530670122123",NA,2042,42929,17543,0.041,0.062,0.142,0.06,39.4,0.322,0.09,0.107,0.121,0.133,0.081,0.062,0.052,0.032,"0.5"
"530330257023",NA,1146,114635,43827,0.026,0.065,0.077,0.066,43.8,0.226,0.072,0.082,0.113,0.145,0.12,0.075,0.096,0.071,"0.5"
"530330221013",NA,1650,109102,44519,0.087,0.063,0.065,0.06,38.4,0.187,0.064,0.059,0.082,0.132,0.109,0.094,0.127,0.146,"0.5"
"530530609042",NA,1754,72176,30676,0.052,0.056,0.041,0.057,41.1,0.271,0.082,0.064,0.1,0.138,0.109,0.076,0.083,0.076,"0.5"
"530330262001",NA,441,87170,32530,0.095,0.073,0.145,0.063,29.9,0.292,0.101,0.088,0.114,0.14,0.105,0.058,0.058,0.044,"0.5"
"530330268013",NA,839,113283,44275,0.017,0.069,0.079,0.071,38.4,0.299,0.085,0.068,0.094,0.122,0.099,0.078,0.075,0.079,"0.5"
"530330315022",NA,1072,9378,4076,0.01,0.022,0.025,0.065,59.2,0.316,0.086,0.149,0.091,0.127,0.081,0.04,0.075,0.035,"0.5"
"530530726032",NA,1042,1042,387,0.117,0.117,0.077,0.077,48,0.124,0.256,0.075,0.116,0.196,0.08,0,0.114,0.039,"0.5"
"530330081003",NA,1242,225095,120084,0.034,0.036,0.015,0.029,60,0.24,0.058,0.063,0.08,0.116,0.097,0.081,0.099,0.167,"0.5"
"530330324022",NA,2276,15730,6022,0.093,0.048,0.072,0.064,39.6,0.13,0.029,0.055,0.058,0.12,0.143,0.057,0.19,0.217,"0.5"
"530330218022",NA,2322,69827,27326,0.031,0.069,0.055,0.067,32,0.177,0.057,0.059,0.088,0.13,0.123,0.095,0.138,0.134,"0.5"
"530330317062",NA,1975,62945,21349,0.031,0.062,0.082,0.071,36.1,0.155,0.057,0.063,0.09,0.161,0.146,0.1,0.119,0.109,"0.5"
"530530625003",NA,1128,128319,47851,0.146,0.071,0.017,0.072,46.1,0.397,0.105,0.099,0.112,0.126,0.081,0.038,0.025,0.017,"0.25"
"530330303121",NA,1037,87014,30700,0.036,0.066,0.062,0.058,35,0.238,0.083,0.079,0.113,0.146,0.114,0.082,0.083,0.062,"0.5"
"530330226042",NA,1235,97301,41401,0.049,0.064,0.053,0.056,40.1,0.156,0.039,0.046,0.075,0.121,0.116,0.106,0.132,0.208,"0.5"
"530530713052",NA,1899,67425,24291,0.045,0.064,0.052,0.062,40.5,0.268,0.093,0.098,0.113,0.156,0.095,0.062,0.077,0.039,"0.5"
"530330226035",NA,1165,110089,45732,0.062,0.067,0,0.057,40.3,0.156,0.045,0.047,0.071,0.122,0.117,0.106,0.134,0.203,"0.5"
"530530735005",NA,930,53875,18795,0.035,0.072,0.032,0.064,50.6,0.21,0.081,0.08,0.112,0.155,0.126,0.086,0.09,0.062,"0.5"
"530330315021",NA,1028,1028,404,0.031,0.031,0.043,0.043,52.1,0.213,0.017,0.057,0.045,0.131,0.139,0.03,0.22,0.149,"0.5"
"530530732001",NA,1227,2314,980,0.051,0.033,0.065,0.035,42.3,0.327,0.064,0.052,0.108,0.164,0.113,0.063,0.038,0.07,"0.5"
"530530629001",NA,2534,135621,52547,0.006,0.073,0.05,0.064,26.9,0.366,0.103,0.098,0.105,0.133,0.086,0.047,0.038,0.025,"0.5"
"530330049004",NA,1121,293977,140941,0.015,0.045,0,0.036,31.8,0.202,0.056,0.058,0.084,0.122,0.106,0.088,0.107,0.176,"0.5"
"530330227023",NA,1304,93660,40447,0.095,0.058,0.045,0.05,45.3,0.147,0.039,0.042,0.066,0.101,0.111,0.094,0.127,0.273,"0.5"
"530330246013",NA,1566,108304,39799,0.028,0.056,0.056,0.059,51.4,0.221,0.056,0.059,0.075,0.112,0.104,0.085,0.104,0.184,"0.5"
"530530703131",NA,1743,44476,16291,0.042,0.067,0.033,0.067,38.7,0.177,0.085,0.086,0.098,0.149,0.136,0.082,0.097,0.091,"0.5"
"530330104023",NA,847,115693,43136,0.035,0.06,0.07,0.064,37.1,0.307,0.076,0.07,0.092,0.12,0.089,0.073,0.083,0.089,"0.5"
"530530724052",NA,2287,9928,3648,0.089,0.047,0.096,0.071,37.6,0.118,0.06,0.055,0.068,0.121,0.155,0.08,0.109,0.234,"0.5"
"530330018001",NA,1675,262465,114745,0.045,0.052,0.063,0.045,35.1,0.241,0.063,0.059,0.088,0.118,0.098,0.08,0.103,0.15,"0.5"
"530330097014",NA,2083,70492,31835,0.049,0.065,0.045,0.059,52.6,0.191,0.062,0.059,0.09,0.11,0.111,0.08,0.136,0.161,"0.5"
"530330302013",NA,1356,97550,35365,0.06,0.067,0.094,0.068,38.2,0.271,0.083,0.09,0.117,0.139,0.107,0.075,0.068,0.05,"0.5"
"530330302012",NA,1171,108175,38867,0.09,0.07,0.101,0.068,29.5,0.27,0.08,0.084,0.12,0.139,0.105,0.085,0.067,0.05,"0.5"
"530530703104",NA,570,42391,14151,0.111,0.071,0.049,0.077,33.6,0.146,0.073,0.074,0.107,0.158,0.166,0.102,0.101,0.073,"0.5"
"530330253012",NA,1776,101197,38528,0.029,0.053,0.063,0.062,45.6,0.18,0.057,0.062,0.088,0.13,0.121,0.073,0.106,0.183,"0.5"
"530330289012",NA,376,65798,24236,0.066,0.065,0.016,0.069,56.6,0.263,0.094,0.089,0.107,0.138,0.115,0.07,0.069,0.056,"0.5"
"530330042002",NA,1969,153266,61438,0.096,0.047,0.1,0.048,35.3,0.224,0.055,0.054,0.068,0.104,0.088,0.075,0.114,0.217,"0.5"
"530530731222",NA,2983,59700,20103,0.068,0.074,0.063,0.077,34.7,0.188,0.077,0.073,0.12,0.178,0.135,0.087,0.088,0.054,"0.5"
"530330111012",NA,1640,107411,38531,0.057,0.059,0.026,0.062,36.1,0.292,0.066,0.074,0.077,0.111,0.093,0.076,0.09,0.121,"0.5"
