"Block.Group.ID","Average.Block.Group.Score","Population","Population.3.Mile","Households.3.Mile","Percent.Kids.under.5","Percent.Kids.under.5.3.Mile","Percent.Kids.5.to.9","Percent.Kids.5.to.9.3 Mile","Average.Age","Household.income.under.40K.3Mile","Household.income.40K.to.50K.3.Mile","Household.income.50K.to.60K.3.Mile","Household.income.60K.to.75K.3.Mile","Household.income.75K.to.100K.3.Mile","Household.income.100:.125K.3.Mile","Household.income.125K.to.150K.3.Mile","Household.income.150K.to.200K.3.Mile","Household.income.200K+.3Mile","Score.Predict"
"530330317042",NA,1822,70014,22862,0.048,0.062,0.058,0.073,38.6,0.18,0.07,0.066,0.098,0.148,0.138,0.104,0.101,0.097,"0.5"
"530530604001",NA,785,76669,33488,0.033,0.05,0.196,0.057,44.1,0.305,0.084,0.068,0.099,0.131,0.104,0.067,0.077,0.065,"0.5"
"530530725053",NA,4851,18321,6779,0.061,0.047,0.081,0.045,40.7,0.158,0.062,0.074,0.094,0.12,0.113,0.07,0.108,0.203,"0.5"
"530330245003",NA,1317,85144,32613,0.036,0.056,0.103,0.057,47.2,0.197,0.049,0.047,0.069,0.103,0.096,0.081,0.111,0.247,"0.5"
"530670125303",NA,1510,2829,964,0.055,0.051,0.065,0.08,39,0.254,0.119,0.075,0.145,0.111,0.091,0.098,0.078,0.029,"0.5"
"530330298025",NA,1707,89826,32055,0.152,0.072,0.111,0.075,32.4,0.298,0.072,0.094,0.126,0.133,0.084,0.076,0.063,0.053,"0.5"
"530330232012",NA,2606,107968,44448,0.064,0.061,0.09,0.06,33.7,0.167,0.047,0.048,0.074,0.114,0.122,0.08,0.129,0.22,"0.5"
"530330289011",NA,1113,77944,28474,0.073,0.065,0.084,0.073,41,0.279,0.097,0.091,0.112,0.133,0.107,0.065,0.065,0.052,"0.5"
"530670121003",NA,869,6322,2711,0.037,0.029,0.058,0.06,54.4,0.15,0.072,0.055,0.111,0.093,0.118,0.08,0.085,0.237,"0.5"
"530330206002",NA,999,114950,48261,0.083,0.058,0.062,0.049,40.6,0.269,0.072,0.069,0.084,0.141,0.103,0.069,0.099,0.094,"0.5"
"530330284031",NA,2958,77132,27852,0.045,0.073,0.057,0.065,35.6,0.299,0.109,0.092,0.105,0.13,0.099,0.06,0.057,0.049,"0.5"
"530670114101",NA,1063,80092,31545,0.072,0.065,0.107,0.065,30.1,0.262,0.088,0.097,0.125,0.166,0.106,0.068,0.053,0.034,"0.5"
"530330289021",NA,1233,81103,29424,0.036,0.066,0.128,0.073,30.5,0.289,0.096,0.086,0.114,0.13,0.107,0.063,0.064,0.052,"0.5"
"530330293034",NA,1105,95028,34486,0.077,0.069,0.088,0.061,41.6,0.219,0.075,0.076,0.128,0.153,0.119,0.08,0.094,0.057,"0.5"
"530670114102",NA,978,79547,31133,0.083,0.065,0.084,0.067,35.9,0.261,0.088,0.099,0.123,0.167,0.108,0.069,0.052,0.033,"0.5"
"530330249011",NA,1138,86275,31757,0.056,0.055,0.071,0.061,45.4,0.135,0.049,0.043,0.075,0.106,0.1,0.082,0.142,0.267,"0.5"
"530670113004",NA,881,76191,30184,0.125,0.063,0.027,0.063,32.9,0.255,0.089,0.093,0.126,0.169,0.11,0.065,0.053,0.04,"0.5"
"530530631004",NA,1458,138595,51614,0.071,0.076,0.045,0.074,36,0.385,0.118,0.107,0.114,0.127,0.074,0.035,0.024,0.017,"0.25"
"530330322034",NA,1524,62414,21425,0.019,0.058,0.174,0.081,38.3,0.091,0.034,0.032,0.052,0.084,0.103,0.102,0.162,0.341,"0.5"
"530330287004",NA,1379,68471,25646,0.062,0.067,0.109,0.066,37.7,0.274,0.1,0.089,0.103,0.13,0.101,0.065,0.07,0.068,"0.5"
"530330306002",NA,1002,64446,23197,0.055,0.069,0.025,0.074,44.6,0.286,0.074,0.092,0.114,0.14,0.085,0.076,0.079,0.054,"0.5"
"530330288012",NA,1096,73037,26897,0.063,0.067,0.108,0.069,36.5,0.282,0.104,0.096,0.104,0.128,0.095,0.069,0.064,0.058,"0.5"
"530330303082",NA,2276,97650,35570,0.113,0.065,0.065,0.064,30.5,0.253,0.08,0.08,0.114,0.139,0.109,0.084,0.079,0.062,"0.5"
"530330234042",NA,1527,57620,21738,0.057,0.056,0.056,0.056,40.4,0.129,0.04,0.038,0.07,0.098,0.106,0.082,0.143,0.294,"0.5"
"530330084002",NA,1733,221662,118038,0,0.036,0,0.03,36.7,0.241,0.058,0.06,0.079,0.117,0.097,0.082,0.098,0.167,"0.5"
"530330309023",NA,2531,70368,25317,0.091,0.078,0.056,0.067,29.1,0.236,0.088,0.093,0.12,0.138,0.1,0.088,0.08,0.056,"0.5"
"530330014003",NA,1532,180890,81642,0.042,0.058,0.025,0.046,34.3,0.217,0.062,0.062,0.091,0.125,0.103,0.084,0.105,0.151,"0.75"
"530330077003",NA,1064,208912,109726,0.067,0.033,0.102,0.027,33.4,0.259,0.056,0.059,0.077,0.113,0.095,0.08,0.097,0.164,"0.75"
"530530734062",NA,1221,66352,26013,0.027,0.058,0.027,0.054,46,0.268,0.095,0.084,0.114,0.139,0.101,0.065,0.079,0.055,"0.5"
"530330277023",NA,1351,4753,2053,0.05,0.053,0.035,0.023,45.9,0.223,0.062,0.027,0.106,0.091,0.156,0.094,0.096,0.145,"0.5"
"530530733021",NA,1454,50390,19532,0.052,0.062,0.052,0.053,37.5,0.238,0.09,0.081,0.115,0.148,0.114,0.069,0.088,0.057,"0.5"
"530330079003",NA,749,212449,111806,0.008,0.033,0,0.029,40.4,0.248,0.057,0.059,0.078,0.117,0.096,0.082,0.099,0.165,"0.75"
"530530633003",NA,1356,109804,39796,0.027,0.071,0.027,0.074,50,0.368,0.107,0.102,0.11,0.135,0.083,0.042,0.034,0.019,"0.25"
"530670109202",NA,1126,29560,12417,0.091,0.045,0.04,0.061,38.9,0.273,0.083,0.101,0.085,0.141,0.119,0.074,0.068,0.056,"0.5"
"530330238041",NA,1880,81384,35508,0.063,0.05,0.049,0.05,38.1,0.168,0.04,0.044,0.06,0.105,0.114,0.079,0.117,0.272,"0.5"
"530330251011",NA,2132,89135,34270,0.089,0.059,0.051,0.067,32.4,0.194,0.061,0.066,0.1,0.142,0.122,0.076,0.108,0.131,"0.5"
"530530721082",NA,775,61194,23869,0.071,0.071,0.068,0.07,35.2,0.373,0.095,0.092,0.117,0.118,0.078,0.057,0.039,0.031,"0.5"
"530330276003",NA,985,71319,26537,0,0.067,0.016,0.069,58.6,0.283,0.089,0.083,0.092,0.128,0.094,0.081,0.075,0.075,"0.5"
"530530703072",NA,1555,27332,9652,0.05,0.065,0.093,0.072,43.6,0.127,0.05,0.075,0.085,0.161,0.139,0.093,0.131,0.137,"0.5"
"530330295035",NA,1968,106849,35594,0.162,0.076,0.052,0.071,28.8,0.283,0.076,0.078,0.11,0.138,0.105,0.08,0.072,0.058,"0.5"
"530330063001",NA,1597,180326,81899,0.029,0.037,0.016,0.035,45.5,0.25,0.053,0.057,0.079,0.104,0.091,0.073,0.101,0.192,"0.5"
"530330323184",NA,2163,51942,17330,0.077,0.063,0.115,0.088,35.3,0.066,0.021,0.023,0.037,0.071,0.098,0.109,0.163,0.412,"0.5"
"530530718053",NA,1566,86931,33381,0.104,0.08,0.1,0.069,31.1,0.414,0.105,0.105,0.111,0.113,0.067,0.042,0.024,0.02,"0.5"
"530330322071",NA,1372,66948,24152,0.026,0.064,0.074,0.076,41,0.099,0.033,0.034,0.052,0.099,0.11,0.112,0.141,0.319,"0.5"
"530330323175",NA,1166,55379,18494,0.087,0.061,0.026,0.088,38.8,0.069,0.023,0.026,0.042,0.074,0.091,0.103,0.172,0.399,"0.5"
"530330323262",NA,1607,65838,25198,0.064,0.069,0.03,0.082,42,0.129,0.038,0.037,0.059,0.099,0.122,0.097,0.138,0.281,"0.5"
"530330048004",NA,1371,257417,117846,0.074,0.049,0.093,0.039,33.3,0.195,0.061,0.06,0.089,0.123,0.105,0.087,0.108,0.172,"0.75"
"530530615004",NA,1133,88164,36851,0.054,0.051,0.077,0.061,30.6,0.346,0.088,0.074,0.099,0.132,0.094,0.055,0.065,0.046,"0.75"
"530670111002",NA,2854,31099,13829,0.05,0.052,0.053,0.036,33.1,0.367,0.093,0.063,0.1,0.14,0.089,0.06,0.049,0.04,"0.5"
"530330056005",NA,1587,143659,75595,0.046,0.042,0.049,0.033,48.1,0.167,0.061,0.059,0.082,0.129,0.11,0.094,0.112,0.187,"0.75"
"530330052001",NA,1229,295698,138248,0.021,0.045,0,0.039,21.4,0.202,0.057,0.06,0.082,0.119,0.104,0.084,0.108,0.184,"0.5"
"530330210004",NA,926,128932,55347,0.054,0.058,0.045,0.046,42.6,0.287,0.074,0.07,0.085,0.14,0.101,0.064,0.09,0.089,"0.5"
"530530702062",NA,1078,7938,2776,0.047,0.063,0.028,0.051,46.8,0.224,0.085,0.071,0.088,0.123,0.164,0.088,0.123,0.035,"0.5"
"530330058014",NA,1271,185965,89300,0.03,0.052,0.02,0.042,33.9,0.164,0.062,0.062,0.09,0.129,0.108,0.092,0.11,0.184,"0.75"
"530330322085",NA,2871,71696,26341,0.017,0.069,0.051,0.076,41,0.126,0.032,0.039,0.058,0.114,0.104,0.103,0.143,0.281,"0.5"
"530330226032",NA,795,117794,48614,0.04,0.065,0.112,0.061,44.2,0.154,0.048,0.051,0.07,0.122,0.123,0.101,0.137,0.193,"0.5"
"530330087002",NA,1625,200881,105861,0.03,0.035,0.049,0.03,27.8,0.259,0.057,0.057,0.078,0.111,0.097,0.08,0.097,0.162,"0.5"
"530530731162",NA,1742,21885,7384,0.056,0.063,0.09,0.071,37.7,0.181,0.095,0.092,0.111,0.179,0.116,0.099,0.076,0.05,"0.5"
"530330277021",NA,832,3677,1681,0.055,0.017,0.019,0.038,56.2,0.18,0.105,0.084,0.077,0.106,0.155,0.04,0.109,0.142,"0.5"
"530330251014",NA,2100,86362,32614,0.041,0.059,0.058,0.065,39.8,0.173,0.057,0.062,0.095,0.134,0.118,0.078,0.118,0.165,"0.5"
"530530714061",NA,3263,58596,19440,0.048,0.072,0.108,0.086,31.1,0.224,0.065,0.104,0.133,0.194,0.1,0.093,0.054,0.032,"0.5"
"530330111013",NA,1564,106767,38111,0.072,0.06,0.078,0.06,33.9,0.292,0.066,0.075,0.08,0.116,0.094,0.076,0.088,0.113,"0.5"
"530330104012",NA,1977,113137,42280,0.037,0.056,0.066,0.062,37.6,0.299,0.074,0.069,0.084,0.116,0.089,0.076,0.088,0.107,"0.5"
"530670123202",NA,837,4362,1785,0.05,0.034,0.07,0.047,37.5,0.184,0.076,0.178,0.094,0.132,0.086,0.135,0.066,0.05,"0.5"
"530670113003",NA,815,84215,33232,0.093,0.063,0.037,0.065,31.1,0.26,0.089,0.096,0.129,0.165,0.102,0.071,0.053,0.035,"0.5"
"530330251023",NA,3538,77726,28878,0.131,0.062,0.113,0.07,32.8,0.199,0.061,0.073,0.097,0.139,0.123,0.073,0.108,0.127,"0.75"
"530330320063",NA,1818,54814,18803,0.056,0.062,0.039,0.075,44.1,0.132,0.056,0.054,0.094,0.178,0.15,0.102,0.125,0.109,"0.5"
"530330300045",NA,1034,92142,33012,0.054,0.061,0.14,0.077,32.6,0.282,0.076,0.088,0.121,0.132,0.099,0.079,0.066,0.057,"0.5"
"530330017023",NA,1149,182634,83558,0.091,0.056,0.064,0.044,40.7,0.215,0.062,0.058,0.09,0.126,0.106,0.089,0.103,0.152,"0.5"
"530330317041",NA,1429,62736,20869,0.052,0.063,0.06,0.073,40.5,0.163,0.064,0.069,0.097,0.152,0.146,0.098,0.11,0.102,"0.5"
"530330004013",NA,1426,155785,67499,0,0.061,0.008,0.046,60.2,0.258,0.067,0.069,0.087,0.127,0.104,0.076,0.099,0.113,"0.5"
"530330209002",NA,897,118848,51311,0.052,0.058,0.045,0.046,38.2,0.281,0.071,0.069,0.092,0.136,0.104,0.067,0.091,0.089,"0.5"
"530330309022",NA,1205,62227,22524,0.067,0.078,0.013,0.07,46.9,0.232,0.089,0.094,0.115,0.134,0.109,0.079,0.086,0.062,"0.5"
"530330323164",NA,1408,61125,20980,0.079,0.066,0.082,0.089,37.8,0.092,0.03,0.03,0.051,0.077,0.105,0.113,0.163,0.339,"0.5"
"530530729061",NA,1064,2445,560,0,0.032,0,0.043,23,0.42,0.063,0.059,0.136,0.157,0.03,0.114,0.011,0.011,"0.375"
"530530733023",NA,1401,55379,20834,0.044,0.062,0.076,0.059,38.2,0.227,0.081,0.083,0.114,0.152,0.112,0.07,0.094,0.067,"0.5"
"530330061004",NA,1422,308868,154947,0.025,0.036,0,0.031,34.4,0.239,0.057,0.06,0.079,0.117,0.098,0.082,0.097,0.17,"0.5"
"530330117004",NA,852,119748,41791,0.034,0.065,0.149,0.064,34.5,0.298,0.082,0.086,0.083,0.128,0.098,0.068,0.076,0.08,"0.5"
"530539400083",NA,1727,63035,21983,0.041,0.06,0.036,0.058,48.2,0.19,0.084,0.071,0.099,0.146,0.132,0.101,0.101,0.076,"0.5"
"530330292044",NA,1511,103454,35960,0.128,0.068,0.102,0.068,25.6,0.282,0.082,0.081,0.126,0.133,0.101,0.072,0.076,0.045,"0.5"
"530330323074",NA,1246,42561,15198,0.087,0.068,0.093,0.068,35.8,0.118,0.044,0.039,0.057,0.095,0.127,0.075,0.14,0.305,"0.5"
"530330326022",NA,1210,17237,5627,0.026,0.088,0.069,0.097,42.3,0.063,0.037,0.034,0.037,0.138,0.1,0.135,0.219,0.236,"0.5"
"530330254002",NA,2055,101842,39279,0.106,0.064,0.067,0.064,29.9,0.21,0.066,0.069,0.104,0.138,0.122,0.068,0.105,0.119,"0.5"
"530330292043",NA,976,102412,35704,0.05,0.071,0.056,0.065,39.5,0.273,0.072,0.078,0.12,0.148,0.105,0.074,0.078,0.051,"0.5"
"530330277022",NA,1694,5770,2570,0,0.014,0.038,0.035,53.5,0.2,0.099,0.066,0.094,0.118,0.125,0.072,0.103,0.124,"0.5"
"530670106004",NA,1276,52776,23225,0.092,0.051,0.042,0.047,37.7,0.339,0.092,0.074,0.105,0.139,0.091,0.071,0.053,0.036,"0.5"
"530330323281",NA,1154,34981,11619,0.117,0.072,0.05,0.098,38.7,0.078,0.029,0.029,0.048,0.06,0.09,0.116,0.148,0.401,"0.5"
"530530610012",NA,739,84993,35204,0,0.064,0.032,0.054,57.6,0.302,0.086,0.077,0.103,0.144,0.097,0.067,0.058,0.066,"0.5"
"530330323181",NA,2207,44800,14868,0.05,0.065,0.101,0.094,37.8,0.077,0.025,0.028,0.039,0.064,0.093,0.125,0.159,0.39,"0.5"
"530330320056",NA,988,57256,19769,0.12,0.062,0.088,0.088,38.3,0.136,0.04,0.051,0.09,0.173,0.144,0.115,0.14,0.11,"0.5"
"530530721081",NA,1526,64106,24924,0.213,0.072,0.067,0.068,28.3,0.369,0.094,0.091,0.115,0.119,0.08,0.059,0.042,0.031,"0.5"
"530530634002",NA,2600,116524,40928,0.165,0.073,0.16,0.073,26.7,0.361,0.11,0.108,0.115,0.133,0.079,0.04,0.034,0.02,"0.75"
"530530611003",NA,606,127863,54614,0.021,0.055,0.134,0.061,41.7,0.34,0.092,0.077,0.102,0.133,0.097,0.054,0.056,0.049,"0.5"
"530330218042",NA,2130,79503,31377,0.044,0.068,0.059,0.064,29.4,0.178,0.061,0.059,0.086,0.126,0.118,0.102,0.141,0.128,"0.5"
"530330205001",NA,1672,101611,42007,0.068,0.058,0.037,0.051,42.8,0.255,0.07,0.07,0.085,0.143,0.106,0.077,0.102,0.092,"0.5"
"530330320033",NA,1302,17980,6020,0.048,0.065,0.072,0.108,42.7,0.128,0.016,0.026,0.079,0.158,0.133,0.135,0.182,0.143,"0.5"
"530330120001",NA,1203,99599,39485,0.067,0.069,0.037,0.071,49.3,0.283,0.079,0.072,0.09,0.12,0.104,0.079,0.079,0.094,"0.5"
"530330322101",NA,1906,18182,6035,0,0.084,0.04,0.102,50.7,0.073,0.043,0.035,0.033,0.142,0.116,0.114,0.193,0.251,"0.5"
"530530702061",NA,2134,8839,3066,0.04,0.065,0.075,0.066,37.7,0.178,0.078,0.079,0.123,0.178,0.117,0.093,0.099,0.055,"0.5"
"530330313023",NA,1282,16933,7069,0.039,0.042,0.076,0.069,46.5,0.292,0.088,0.111,0.097,0.121,0.1,0.057,0.092,0.042,"0.5"
"530330219063",NA,1651,98144,39061,0.085,0.066,0.086,0.063,31.1,0.162,0.055,0.057,0.084,0.132,0.124,0.101,0.133,0.151,"0.5"
"530330295022",NA,1341,108802,35743,0.128,0.074,0.009,0.073,37.4,0.261,0.076,0.075,0.108,0.14,0.107,0.085,0.082,0.066,"0.5"
"530330255002",NA,1541,97358,37865,0.032,0.063,0.058,0.065,40.1,0.214,0.063,0.07,0.103,0.139,0.121,0.072,0.104,0.114,"0.5"
"530330311005",NA,1239,51697,18428,0.041,0.07,0.094,0.077,41.1,0.258,0.071,0.1,0.115,0.145,0.093,0.076,0.08,0.061,"0.5"
"530330293072",NA,1753,93473,32704,0.087,0.064,0.052,0.064,42.3,0.178,0.065,0.083,0.111,0.16,0.126,0.09,0.109,0.077,"0.5"
"530530634006",NA,907,114070,40438,0.088,0.076,0.115,0.072,30.9,0.371,0.112,0.111,0.118,0.13,0.078,0.035,0.029,0.018,"0.5"
"530330053013",NA,989,277482,127801,0,0.045,0,0.04,26.5,0.2,0.056,0.06,0.079,0.115,0.105,0.085,0.11,0.19,"0.5"
"530530721053",NA,744,67912,27056,0,0.066,0.007,0.055,48.8,0.284,0.087,0.095,0.115,0.145,0.092,0.077,0.057,0.047,"0.5"
"530670123301",NA,2145,43230,16491,0.071,0.07,0.081,0.066,32.3,0.226,0.091,0.097,0.143,0.168,0.102,0.072,0.063,0.038,"0.5"
"530670127303",NA,3094,9386,3100,0.03,0.064,0.074,0.064,40.5,0.226,0.139,0.081,0.129,0.182,0.101,0.05,0.068,0.023,"0.5"
"530330303042",NA,1894,82852,29694,0.152,0.07,0.083,0.062,31.9,0.236,0.081,0.087,0.125,0.15,0.105,0.08,0.082,0.053,"0.5"
"530530728002",NA,3840,24931,7268,0.094,0.143,0.067,0.104,30.9,0.285,0.137,0.076,0.13,0.168,0.07,0.039,0.064,0.031,"0.5"
"530330113002",NA,1677,119707,46321,0.137,0.069,0.124,0.071,30.2,0.29,0.081,0.07,0.092,0.126,0.1,0.079,0.078,0.084,"0.75"
"530330321024",NA,1559,7380,2650,0.037,0.053,0.062,0.07,46.9,0.149,0.029,0.043,0.083,0.16,0.143,0.117,0.115,0.16,"0.5"
"530330118001",NA,589,113415,40445,0,0.063,0,0.063,58.2,0.284,0.072,0.078,0.087,0.123,0.107,0.068,0.079,0.103,"0.5"
"530330301002",NA,1247,94497,34602,0.053,0.066,0.08,0.069,43.7,0.279,0.082,0.089,0.121,0.139,0.103,0.075,0.062,0.051,"0.5"
"530330291021",NA,1851,89685,32113,0.035,0.065,0.026,0.077,35.9,0.319,0.088,0.089,0.127,0.121,0.09,0.062,0.057,0.047,"0.5"
"530670124122",NA,2746,15587,5215,0.097,0.096,0.054,0.081,34.1,0.248,0.107,0.099,0.115,0.193,0.093,0.055,0.058,0.032,"0.5"
"530330043013",NA,1196,215835,91168,0.063,0.05,0.051,0.046,44.4,0.22,0.062,0.056,0.077,0.111,0.092,0.081,0.107,0.194,"0.75"
"530330321032",NA,1648,43381,17206,0.073,0.073,0.06,0.07,38.6,0.162,0.041,0.053,0.074,0.134,0.105,0.099,0.122,0.211,"0.5"
"530670116231",NA,1029,60347,23070,0.033,0.062,0.058,0.065,50.6,0.212,0.081,0.082,0.117,0.18,0.129,0.075,0.073,0.05,"0.5"
"530530701004",NA,1180,3314,1112,0.03,0.037,0.045,0.064,40.2,0.135,0.048,0.091,0.082,0.198,0.144,0.141,0.12,0.042,"0.5"
"530330323134",NA,3520,87066,34044,0.089,0.067,0.114,0.078,30.4,0.139,0.034,0.037,0.069,0.095,0.123,0.105,0.149,0.247,"0.5"
"530530713092",NA,1667,77978,25962,0.109,0.071,0.08,0.074,30.9,0.188,0.079,0.081,0.117,0.174,0.144,0.092,0.072,0.052,"0.5"
"530330068002",NA,1853,265758,138992,0.044,0.036,0.071,0.026,37.7,0.233,0.06,0.062,0.084,0.119,0.099,0.083,0.096,0.163,"0.75"
"530530606006",NA,964,104073,44409,0.087,0.054,0.024,0.059,34.9,0.357,0.092,0.072,0.101,0.129,0.09,0.056,0.06,0.043,"0.5"
"530530703081",NA,2273,42705,15067,0.067,0.064,0.062,0.078,29.8,0.182,0.07,0.082,0.101,0.154,0.146,0.085,0.1,0.081,"0.5"
"530330033004",NA,1576,178249,81308,0.087,0.056,0,0.045,34.1,0.163,0.057,0.058,0.093,0.125,0.109,0.094,0.113,0.188,"0.5"
"530330100012",NA,1333,139085,57156,0.038,0.05,0.034,0.05,38.3,0.316,0.067,0.066,0.082,0.109,0.087,0.072,0.083,0.118,"0.5"
"530670105202",NA,2145,56867,25023,0.104,0.047,0.037,0.046,25.6,0.339,0.088,0.079,0.1,0.133,0.098,0.067,0.051,0.046,"0.75"
"530330303092",NA,1481,103721,37544,0.117,0.064,0.1,0.065,31.2,0.247,0.082,0.081,0.118,0.147,0.108,0.087,0.076,0.055,"0.5"
"530330262002",NA,1495,96565,34636,0.103,0.068,0.058,0.058,33.6,0.307,0.099,0.088,0.096,0.132,0.11,0.06,0.064,0.045,"0.5"
"530330290033",NA,1697,89350,32535,0.067,0.065,0.098,0.075,32.4,0.289,0.083,0.09,0.125,0.124,0.101,0.071,0.063,0.055,"0.5"
"530330106002",NA,1223,100119,44462,0.085,0.062,0.011,0.06,39.7,0.22,0.069,0.062,0.092,0.114,0.109,0.08,0.117,0.138,"0.5"
"530330314001",NA,1197,16115,6627,0.039,0.044,0.111,0.071,36.5,0.285,0.088,0.119,0.099,0.121,0.094,0.056,0.093,0.044,"0.5"
"530530716024",NA,1286,89520,32641,0.126,0.068,0.058,0.066,26.5,0.37,0.111,0.107,0.113,0.14,0.066,0.039,0.037,0.016,"0.5"
"530330249012",NA,1891,88382,32679,0.049,0.056,0.051,0.061,48.4,0.135,0.048,0.041,0.072,0.105,0.098,0.082,0.139,0.281,"0.5"
"530330308013",NA,3059,62771,22794,0.054,0.074,0.127,0.074,35.9,0.259,0.093,0.097,0.124,0.13,0.102,0.069,0.076,0.051,"0.5"
"530330294031",NA,2240,103812,35395,0.051,0.07,0.041,0.066,39.8,0.27,0.075,0.078,0.124,0.142,0.103,0.075,0.078,0.055,"0.5"
"530330320073",NA,752,49727,17399,0.021,0.064,0.069,0.09,40.2,0.144,0.042,0.051,0.096,0.175,0.145,0.113,0.13,0.104,"0.5"
"530330025002",NA,1471,217542,91927,0.065,0.051,0.073,0.046,41,0.232,0.064,0.059,0.08,0.112,0.093,0.078,0.106,0.175,"0.75"
"530330290042",NA,2141,90366,32698,0.185,0.067,0.111,0.077,20.1,0.297,0.084,0.088,0.127,0.121,0.1,0.069,0.063,0.05,"0.5"
"530330213002",NA,1375,134697,56567,0.068,0.06,0.041,0.051,37.7,0.259,0.072,0.071,0.084,0.134,0.101,0.075,0.1,0.104,"0.5"
"530330032003",NA,1316,152181,69901,0.039,0.055,0,0.047,32.1,0.152,0.061,0.059,0.095,0.125,0.108,0.099,0.11,0.193,"0.75"
"530330104013",NA,1333,108666,40528,0.016,0.057,0.029,0.062,49.9,0.315,0.073,0.071,0.082,0.113,0.089,0.073,0.084,0.1,"0.5"
"530330119004",NA,1847,104138,36875,0.058,0.065,0.015,0.062,38.6,0.297,0.087,0.087,0.089,0.135,0.108,0.063,0.071,0.062,"0.5"
"530330257021",NA,1394,109302,41222,0.047,0.067,0.062,0.065,36.9,0.215,0.074,0.079,0.113,0.152,0.119,0.075,0.098,0.075,"0.5"
"530530603002",NA,1572,48913,20728,0.08,0.051,0.043,0.055,40.6,0.238,0.072,0.064,0.105,0.137,0.109,0.082,0.095,0.097,"0.5"
"530330079002",NA,1328,216813,113806,0.085,0.033,0.067,0.028,30.9,0.255,0.057,0.059,0.077,0.115,0.095,0.081,0.097,0.165,"0.75"
"530330296011",NA,1801,103360,34549,0.048,0.076,0.103,0.073,29.8,0.285,0.078,0.076,0.108,0.136,0.105,0.081,0.073,0.058,"0.5"
"530330056001",NA,1711,121860,58714,0.099,0.052,0.091,0.042,42.9,0.158,0.066,0.063,0.089,0.132,0.109,0.094,0.104,0.185,"0.5"
"530330265001",NA,1152,135250,50185,0.095,0.068,0.087,0.07,31.3,0.308,0.081,0.069,0.091,0.129,0.098,0.079,0.075,0.071,"0.5"
"530330323192",NA,1913,54779,20936,0.1,0.067,0.061,0.067,37.6,0.161,0.059,0.053,0.078,0.123,0.124,0.087,0.133,0.182,"0.5"
"530330002004",NA,1011,157839,67300,0.063,0.058,0.031,0.047,47.1,0.254,0.069,0.067,0.086,0.133,0.107,0.07,0.103,0.112,"0.5"
"530330277012",NA,650,2915,1277,0.068,0.044,0.118,0.086,42.6,0.386,0.067,0.034,0.049,0.044,0.049,0.1,0.17,0.101,"0.5"
"530330317063",NA,2234,57445,19486,0.076,0.063,0.063,0.071,34.8,0.158,0.059,0.065,0.085,0.168,0.139,0.103,0.113,0.11,"0.5"
"530330040001",NA,2245,114197,44519,0.051,0.053,0.038,0.055,33.1,0.185,0.045,0.049,0.063,0.107,0.095,0.084,0.124,0.248,"0.5"
"530330229023",NA,891,97391,38637,0.015,0.064,0.147,0.072,42.1,0.161,0.036,0.041,0.076,0.12,0.123,0.092,0.136,0.214,"0.5"
"530530724084",NA,1533,39265,17036,0.038,0.058,0.059,0.055,45.9,0.307,0.073,0.077,0.105,0.132,0.097,0.056,0.06,0.092,"0.5"
"530330053023",NA,1829,236965,109348,0,0.042,0,0.038,19.2,0.217,0.056,0.058,0.078,0.113,0.099,0.078,0.111,0.189,"0.375"
"530530620003",NA,1028,101712,38753,0.034,0.059,0.138,0.067,30.5,0.383,0.098,0.091,0.11,0.137,0.085,0.038,0.035,0.023,"0.5"
"530330099003",NA,1791,97905,43269,0.119,0.059,0.056,0.06,35,0.217,0.067,0.062,0.092,0.119,0.109,0.08,0.117,0.137,"0.5"
"530530714104",NA,3545,52943,18179,0.074,0.068,0.161,0.084,33.3,0.245,0.075,0.1,0.133,0.186,0.086,0.088,0.056,0.032,"0.5"
"530330314005",NA,1126,16025,6738,0,0.04,0.067,0.065,42.8,0.299,0.091,0.108,0.097,0.116,0.103,0.054,0.089,0.043,"0.5"
"530330280003",NA,1006,103193,37423,0.089,0.07,0.055,0.064,36.5,0.311,0.099,0.083,0.092,0.13,0.099,0.071,0.063,0.053,"0.5"
"530330111022",NA,1486,101856,36402,0.05,0.058,0.042,0.064,30.4,0.274,0.064,0.069,0.076,0.109,0.095,0.077,0.096,0.14,"0.5"
"530330012001",NA,1218,208300,88028,0.023,0.054,0.074,0.047,42.7,0.259,0.065,0.063,0.081,0.119,0.097,0.071,0.103,0.143,"0.5"
"530330026002",NA,1621,231767,98408,0.094,0.051,0.063,0.046,39.1,0.233,0.065,0.058,0.084,0.112,0.097,0.076,0.105,0.168,"0.75"
"530330210002",NA,1243,149810,64866,0.075,0.057,0.04,0.045,52.4,0.272,0.071,0.069,0.091,0.14,0.102,0.068,0.095,0.093,"0.75"
"530530712064",NA,2497,84008,31024,0.059,0.059,0.046,0.057,37.8,0.248,0.092,0.071,0.12,0.142,0.123,0.071,0.084,0.049,"0.5"
"530330303083",NA,1726,101873,36943,0.09,0.065,0.046,0.064,36.6,0.253,0.079,0.08,0.119,0.142,0.107,0.089,0.076,0.055,"0.5"
"530530633002",NA,2575,92869,32979,0.072,0.069,0.057,0.072,35.5,0.355,0.102,0.104,0.108,0.138,0.088,0.041,0.038,0.026,"0.25"
