"model_id","bg_geo_id","score","date_obtained"
"3MS_KNN_v.2","530330054004","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330056001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330056002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330056003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330056004","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330056005","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330057001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330057002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330057003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330057004","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330057005","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330057006","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330058011","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330058012","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330058013","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330058014","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330058021","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330058022","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330058023","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330059001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330059002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330059003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330059004","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330059005","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330060001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330060002","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330060003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330060004","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330061001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330061002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330061003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330061004","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330062001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330062002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330062003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330063001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330063002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330063003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330063004","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330064001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330064002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330064003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330065001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330065002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330065003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330066001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330066002","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330067001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330067002","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330067003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330067004","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330068001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330068002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330069001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330069002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330069003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330069004","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330070001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330070002","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330070003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330070004","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330070005","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330070006","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330071001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330071002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330072001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330072002","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330072003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330073001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330073002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330073003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330074011","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330074012","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330074013","3","Wed Mar 10 08:26:29 2021"
