"","","all.predict"
"1071",5.3033e+11,2
"1072",5.3033e+11,2
"1073",5.3033e+11,2
"1074",5.3033e+11,2
"1075",5.3033e+11,2
"1076",5.3033e+11,2
"1077",5.3033e+11,2
"1078",5.3033e+11,2
"1079",5.3033e+11,2
"1080",5.3033e+11,2
"1081",5.3033e+11,2
"1082",5.3033e+11,2
"1083",5.3033e+11,2
"1084",5.3033e+11,2
"1085",5.3033e+11,2
"1086",5.3033e+11,2
"1087",5.3033e+11,2
"1088",5.3033e+11,2
"1089",5.3033e+11,2
"1090",5.3033e+11,2
"1091",5.3033e+11,2
"1092",5.3033e+11,3
"1093",5.3033e+11,2
"1094",5.3033e+11,2
"1095",5.3033e+11,2
"1096",5.3033e+11,3
"1097",5.3033e+11,2
"1098",5.3033e+11,2
"1099",5.3033e+11,2
"1100",5.3033e+11,2
"1101",5.3033e+11,2
"1102",5.3033e+11,2
"1103",5.3033e+11,2
"1104",5.3033e+11,2
"1105",5.3033e+11,2
"1106",5.3033e+11,2
"1107",5.3033e+11,2
"1108",5.3033e+11,2
"1109",5.3033e+11,2
"1110",5.3033e+11,2
"1111",5.3033e+11,2
"1112",5.3033e+11,2
"1113",5.3033e+11,2
"1114",5.3033e+11,2
"1115",5.3033e+11,2
"1116",5.3033e+11,2
"1117",5.3033e+11,2
"1118",5.3033e+11,2
"1119",5.3033e+11,2
"1120",5.3033e+11,2
"1121",5.3033e+11,2
"1122",5.3033e+11,2
"1123",5.3033e+11,2
"1124",5.3033e+11,2
"1125",5.3033e+11,2
"1126",5.3033e+11,2
"1127",5.3033e+11,2
"1128",5.3033e+11,2
"1129",5.3033e+11,2
"1130",5.3033e+11,2
"1131",5.3033e+11,2
"1132",5.3033e+11,2
"1133",5.3033e+11,2
"1134",5.3033e+11,2
"1135",5.3033e+11,2
"1136",5.3033e+11,2
"1137",5.3033e+11,2
"1138",5.3033e+11,2
"1139",5.3033e+11,2
"1140",5.3033e+11,2
"1141",5.3033e+11,2
"1142",5.3033e+11,2
"1143",5.3033e+11,2
"1144",5.3033e+11,2
"1145",5.3033e+11,2
"1146",5.3033e+11,2
"1147",5.3033e+11,2
"1148",5.3033e+11,2
"1149",5.3033e+11,2
"1150",5.3033e+11,2
"1151",5.3033e+11,2
"1152",5.3033e+11,2
"1153",5.3033e+11,2
"1154",5.3033e+11,2
"1155",5.3033e+11,2
"1156",5.3033e+11,2
"1157",5.3033e+11,2
"1158",5.3033e+11,2
"1159",5.3033e+11,2
"1160",5.3033e+11,2
"1161",5.3033e+11,2
"1162",5.3033e+11,2
"1163",5.3033e+11,2
"1164",5.3033e+11,2
"1165",5.3033e+11,2
"1166",5.3033e+11,2
"1167",5.3033e+11,2
"1168",5.3033e+11,3
"1169",5.3033e+11,3
"1170",5.3033e+11,3
"1171",5.3033e+11,3
"1172",5.3033e+11,3
"1173",5.3033e+11,3
"1174",5.3033e+11,2
"1175",5.3033e+11,2
"1176",5.3033e+11,3
"1177",5.3033e+11,2
"1178",5.3033e+11,2
"1179",5.3033e+11,2
"1180",5.3033e+11,2
"1181",5.3033e+11,2
"1182",5.3033e+11,2
"1183",5.3033e+11,2
"1184",5.3033e+11,2
"1185",5.3033e+11,2
"1186",5.3033e+11,2
"1187",5.3033e+11,2
"1188",5.3033e+11,2
"1189",5.3033e+11,2
"1190",5.3033e+11,2
"1191",5.3033e+11,1
"1192",5.3033e+11,3
"1193",5.3033e+11,3
"1194",5.3033e+11,2
"1195",5.3033e+11,2
"1196",5.3033e+11,3
"1197",5.3033e+11,3
"1198",5.3033e+11,1
"1199",5.3033e+11,1
"1200",5.3033e+11,2
"1201",5.3033e+11,3
"1202",5.3033e+11,3
"1203",5.3033e+11,3
"1204",5.3033e+11,3
"1205",5.3033e+11,3
"1206",5.3033e+11,3
"1207",5.3033e+11,3
"1208",5.3033e+11,3
"1209",5.3033e+11,3
"1210",5.3033e+11,3
"1211",5.3033e+11,3
"1212",5.3033e+11,3
"1213",5.3033e+11,3
"1214",5.3033e+11,2
"1215",5.3033e+11,3
"1216",5.3033e+11,3
"1217",5.3033e+11,2
"1218",5.3033e+11,3
"1219",5.3033e+11,3
"1220",5.3033e+11,3
"1221",5.3033e+11,3
"1222",5.3033e+11,3
"1223",5.3033e+11,3
"1224",5.3033e+11,3
"1225",5.3033e+11,3
"1226",5.3033e+11,3
"1227",5.3033e+11,3
"1228",5.3033e+11,3
"1229",5.3033e+11,3
"1230",5.3033e+11,3
"1231",5.3033e+11,3
"1232",5.3033e+11,2
"1233",5.3033e+11,2
"1234",5.3033e+11,3
"1235",5.3033e+11,2
"1236",5.3033e+11,2
"1237",5.3033e+11,3
"1238",5.3033e+11,3
"1239",5.3033e+11,3
"1240",5.3033e+11,3
"1241",5.3033e+11,3
"1242",5.3033e+11,3
"1243",5.3033e+11,2
"1244",5.3033e+11,2
"1245",5.3033e+11,3
"1246",5.3033e+11,3
"1247",5.3033e+11,2
"1248",5.3033e+11,3
"1249",5.3033e+11,2
"1250",5.3033e+11,3
"1251",5.3033e+11,2
"1252",5.3033e+11,3
"1253",5.3033e+11,3
"1254",5.3033e+11,3
"1255",5.3033e+11,3
"1256",5.3033e+11,3
"1257",5.3033e+11,1
"1258",5.3033e+11,3
"1259",5.3033e+11,3
"1260",5.3033e+11,3
"1261",5.3033e+11,3
"1262",5.3033e+11,3
"1263",5.3033e+11,3
"1264",5.3033e+11,3
"1265",5.3033e+11,3
"1266",5.3033e+11,3
"1267",5.3033e+11,3
"1268",5.3033e+11,3
"1269",5.3033e+11,3
"1270",5.3033e+11,3
"1271",5.3033e+11,3
"1272",5.3033e+11,3
"1273",5.3033e+11,3
"1274",5.3033e+11,3
"1275",5.3033e+11,3
"1276",5.3033e+11,3
"1277",5.3033e+11,3
"1278",5.3033e+11,3
"1279",5.3033e+11,3
"1280",5.3033e+11,2
"1281",5.3033e+11,3
"1282",5.3033e+11,3
"1283",5.3033e+11,3
"1284",5.3033e+11,3
"1285",5.3033e+11,3
"1286",5.3033e+11,2
"1287",5.3033e+11,2
"1288",5.3033e+11,3
"1289",5.3033e+11,3
"1290",5.3033e+11,3
"1291",5.3033e+11,3
"1292",5.3033e+11,3
"1293",5.3033e+11,3
"1294",5.3033e+11,3
"1295",5.3033e+11,3
"1296",5.3033e+11,3
"1297",5.3033e+11,3
"1298",5.3033e+11,3
"1299",5.3033e+11,3
"1300",5.3033e+11,3
"1301",5.3033e+11,3
"1302",5.3033e+11,3
"1303",5.3033e+11,3
"1304",5.3033e+11,3
"1305",5.3033e+11,3
"1306",5.3033e+11,3
"1307",5.3033e+11,3
"1308",5.3033e+11,3
"1309",5.3033e+11,3
"1310",5.3033e+11,3
"1311",5.3033e+11,3
"1312",5.3033e+11,3
"1313",5.3033e+11,3
"1314",5.3033e+11,3
"1315",5.3033e+11,3
"1316",5.3033e+11,3
"1317",5.3033e+11,3
"1318",5.3033e+11,3
"1319",5.3033e+11,3
"1320",5.3033e+11,2
"1321",5.3033e+11,2
"1322",5.3033e+11,2
"1323",5.3033e+11,2
"1324",5.3033e+11,2
"1325",5.3033e+11,3
"1326",5.3033e+11,3
"1327",5.3033e+11,3
"1328",5.3033e+11,2
"1329",5.3033e+11,2
"1330",5.3033e+11,2
"1331",5.3033e+11,2
"1332",5.3033e+11,2
"1333",5.3033e+11,3
"1334",5.3033e+11,3
"1335",5.3033e+11,3
"1336",5.3033e+11,3
"1337",5.3033e+11,2
"1338",5.3033e+11,2
"1339",5.3033e+11,3
"1340",5.3033e+11,3
"1341",5.3033e+11,3
"1342",5.3033e+11,3
"1343",5.3033e+11,3
"1344",5.3033e+11,3
"1345",5.3033e+11,3
"1346",5.3033e+11,3
"1347",5.3033e+11,3
"1348",5.3033e+11,3
"1349",5.3033e+11,3
"1350",5.3033e+11,3
"1351",5.3033e+11,3
"1352",5.3033e+11,3
"1353",5.3033e+11,3
"1354",5.3033e+11,2
"1355",5.3033e+11,3
"1356",5.3033e+11,3
"1357",5.3033e+11,2
"1358",5.3033e+11,2
"1359",5.3033e+11,2
"1360",5.3033e+11,2
"1361",5.3033e+11,2
"1362",5.3033e+11,3
"1363",5.3033e+11,3
"1364",5.3033e+11,2
"1365",5.3033e+11,2
"1366",5.3033e+11,3
"1367",5.3033e+11,3
"1368",5.3033e+11,3
"1369",5.3033e+11,3
"1370",5.3033e+11,3
"1371",5.3033e+11,3
"1372",5.3033e+11,3
"1373",5.3033e+11,3
"1374",5.3033e+11,3
"1375",5.3033e+11,3
"1376",5.3033e+11,3
"1377",5.3033e+11,3
"1378",5.3033e+11,2
"1379",5.3033e+11,3
"1380",5.3033e+11,2
"1381",5.3033e+11,2
"1382",5.3033e+11,3
"1383",5.3033e+11,3
"1384",5.3033e+11,3
"1385",5.3033e+11,3
"1386",5.3033e+11,3
"1387",5.3033e+11,2
"1388",5.3033e+11,2
"1389",5.3033e+11,2
"1390",5.3033e+11,1
"1391",5.3033e+11,2
"1392",5.3033e+11,2
"1393",5.3033e+11,2
"1394",5.3033e+11,2
"1395",5.3033e+11,2
"1396",5.3033e+11,3
"1397",5.3033e+11,2
"1398",5.3033e+11,2
"1399",5.3033e+11,2
"1400",5.3033e+11,3
"1401",5.3033e+11,3
"1402",5.3033e+11,3
"1403",5.3033e+11,3
"1404",5.3033e+11,3
"1405",5.3033e+11,3
"1406",5.3033e+11,2
"1407",5.3033e+11,2
"1408",5.3033e+11,3
"1409",5.3033e+11,3
"1410",5.3033e+11,1
"1411",5.3033e+11,3
"1412",5.3033e+11,3
"1413",5.3033e+11,3
"1414",5.3033e+11,3
"1415",5.3033e+11,3
"1416",5.3033e+11,3
"1417",5.3033e+11,3
"1418",5.3033e+11,3
"1419",5.3033e+11,1
"1420",5.3033e+11,2
"1421",5.30531e+11,1
"1422",5.30531e+11,2
"1423",5.30531e+11,2
"1424",5.30531e+11,2
"1425",5.30531e+11,2
"1426",5.30531e+11,2
"1427",5.30531e+11,2
"1428",5.30531e+11,2
"1429",5.30531e+11,2
"1430",5.30531e+11,2
"1431",5.30531e+11,2
"1432",5.30531e+11,2
"1433",5.30531e+11,2
"1434",5.30531e+11,2
"1435",5.30531e+11,2
"1436",5.30531e+11,2
"1437",5.30531e+11,2
"1438",5.30531e+11,2
"1439",5.30531e+11,2
"1440",5.30531e+11,2
"1441",5.30531e+11,2
"1442",5.30531e+11,2
"1443",5.30531e+11,2
"1444",5.30531e+11,2
"1445",5.30531e+11,2
"1446",5.30531e+11,2
"1447",5.30531e+11,2
"1448",5.30531e+11,2
"1449",5.30531e+11,2
"1450",5.30531e+11,2
"1451",5.30531e+11,2
"1452",5.30531e+11,2
"1453",5.30531e+11,2
"1454",5.30531e+11,2
"1455",5.30531e+11,2
"1456",5.30531e+11,2
"1457",5.30531e+11,2
"1458",5.30531e+11,2
"1459",5.30531e+11,2
"1460",5.30531e+11,2
"1461",5.30531e+11,2
"1462",5.30531e+11,2
"1463",5.30531e+11,2
"1464",5.30531e+11,2
"1465",5.30531e+11,2
"1466",5.30531e+11,2
"1467",5.30531e+11,2
"1468",5.30531e+11,2
"1469",5.30531e+11,2
"1470",5.30531e+11,2
"1471",5.30531e+11,2
"1472",5.30531e+11,2
"1473",5.30531e+11,2
"1474",5.30531e+11,2
"1475",5.30531e+11,2
"1476",5.30531e+11,2
"1477",5.30531e+11,2
"1478",5.30531e+11,2
"1479",5.30531e+11,2
"1480",5.30531e+11,2
"1481",5.30531e+11,2
"1482",5.30531e+11,2
"1483",5.30531e+11,2
"1484",5.30531e+11,2
"1485",5.30531e+11,2
"1486",5.30531e+11,2
"1487",5.30531e+11,2
"1488",5.30531e+11,2
"1489",5.30531e+11,2
"1490",5.30531e+11,2
"1491",5.30531e+11,2
"1492",5.30531e+11,2
"1493",5.30531e+11,2
"1494",5.30531e+11,2
"1495",5.30531e+11,2
"1496",5.30531e+11,2
"1497",5.30531e+11,2
"1498",5.30531e+11,2
"1499",5.30531e+11,2
"1500",5.30531e+11,2
"1501",5.30531e+11,3
"1502",5.30531e+11,1
"1503",5.30531e+11,2
"1504",5.30531e+11,2
"1505",5.30531e+11,2
"1506",5.30531e+11,2
"1507",5.30531e+11,2
"1508",5.30531e+11,1
"1509",5.30531e+11,1
"1510",5.30531e+11,1
"1511",5.30531e+11,1
"1512",5.30531e+11,1
"1513",5.30531e+11,1
"1514",5.30531e+11,1
"1515",5.30531e+11,1
"1516",5.30531e+11,1
"1517",5.30531e+11,1
"1518",5.30531e+11,1
"1519",5.30531e+11,1
"1520",5.30531e+11,1
"1521",5.30531e+11,1
"1522",5.30531e+11,1
"1523",5.30531e+11,1
"1524",5.30531e+11,1
"1525",5.30531e+11,1
"1526",5.30531e+11,1
"1527",5.30531e+11,1
"1528",5.30531e+11,2
"1529",5.30531e+11,2
"1530",5.30531e+11,2
"1531",5.30531e+11,1
"1532",5.30531e+11,1
"1533",5.30531e+11,3
"1534",5.30531e+11,2
"1535",5.30531e+11,3
"1536",5.30531e+11,2
"1537",5.30531e+11,2
"1538",5.30531e+11,2
"1539",5.30531e+11,3
"1540",5.30531e+11,1
"1541",5.30531e+11,2
"1542",5.30531e+11,3
"1543",5.30531e+11,1
"1544",5.30531e+11,1
"1545",5.30531e+11,1
"1546",5.30531e+11,1
"1547",5.30531e+11,1
"1548",5.30531e+11,1
"1549",5.30531e+11,1
"1550",5.30531e+11,2
"1551",5.30531e+11,2
"1552",5.30531e+11,2
"1553",5.30531e+11,2
"1554",5.30531e+11,1
"1555",5.30531e+11,1
"1556",5.30531e+11,1
"1557",5.30531e+11,1
"1558",5.30531e+11,1
"1559",5.30531e+11,1
"1560",5.30531e+11,1
"1561",5.30531e+11,1
"1562",5.30531e+11,1
"1563",5.30531e+11,1
"1564",5.30531e+11,1
"1565",5.30531e+11,1
"1566",5.30531e+11,1
"1567",5.30531e+11,1
"1568",5.30531e+11,1
"1569",5.30531e+11,1
"1570",5.30531e+11,2
"1571",5.30531e+11,2
"1572",5.30531e+11,2
"1573",5.30531e+11,2
"1574",5.30531e+11,2
"1575",5.30531e+11,1
"1576",5.30531e+11,2
"1577",5.30531e+11,2
"1578",5.30531e+11,3
"1579",5.30531e+11,3
"1580",5.30531e+11,3
"1581",5.30531e+11,3
"1582",5.30531e+11,3
"1583",5.30531e+11,3
"1584",5.30531e+11,3
"1585",5.30531e+11,3
"1586",5.30531e+11,3
"1587",5.30531e+11,3
"1588",5.30531e+11,2
"1589",5.30531e+11,3
"1590",5.30531e+11,2
"1591",5.30531e+11,2
"1592",5.30531e+11,2
"1593",5.30531e+11,3
"1594",5.30531e+11,2
"1595",5.30531e+11,3
"1596",5.30531e+11,2
"1597",5.30531e+11,2
"1598",5.30531e+11,2
"1599",5.30531e+11,3
"1600",5.30531e+11,3
"1601",5.30531e+11,3
"1602",5.30531e+11,3
"1603",5.30531e+11,3
"1604",5.30531e+11,3
"1605",5.30531e+11,3
"1606",5.30531e+11,3
"1607",5.30531e+11,3
"1608",5.30531e+11,3
"1609",5.30531e+11,3
"1610",5.30531e+11,3
"1611",5.30531e+11,3
"1612",5.30531e+11,2
"1613",5.30531e+11,2
"1614",5.30531e+11,2
"1615",5.30531e+11,2
"1616",5.30531e+11,2
"1617",5.30531e+11,2
"1618",5.30531e+11,2
"1619",5.30531e+11,2
"1620",5.30531e+11,2
"1621",5.30531e+11,2
"1622",5.30531e+11,2
"1623",5.30531e+11,2
"1624",5.30531e+11,2
"1625",5.30531e+11,2
"1626",5.30531e+11,3
"1627",5.30531e+11,3
"1628",5.30531e+11,3
"1629",5.30531e+11,3
"1630",5.30531e+11,3
"1631",5.30531e+11,3
"1632",5.30531e+11,2
"1633",5.30531e+11,2
"1634",5.30531e+11,2
"1635",5.30531e+11,2
"1636",5.30531e+11,2
"1637",5.30531e+11,2
"1638",5.30531e+11,2
"1639",5.30531e+11,2
"1640",5.30531e+11,2
"1641",5.30531e+11,2
"1642",5.30531e+11,2
"1643",5.30531e+11,2
"1644",5.30531e+11,2
"1645",5.30531e+11,2
"1646",5.30531e+11,2
"1647",5.30531e+11,2
"1648",5.30531e+11,2
"1649",5.30531e+11,2
"1650",5.30531e+11,2
"1651",5.30531e+11,2
"1652",5.30531e+11,2
"1653",5.30531e+11,2
"1654",5.30531e+11,2
"1655",5.30531e+11,2
"1656",5.30531e+11,2
"1657",5.30531e+11,2
"1658",5.30531e+11,2
"1659",5.30531e+11,2
"1660",5.30531e+11,3
"1661",5.30531e+11,2
"1662",5.30531e+11,2
"1663",5.30531e+11,2
"1664",5.30531e+11,2
"1665",5.30531e+11,2
"1666",5.30531e+11,2
"1667",5.30531e+11,2
"1668",5.30531e+11,2
"1669",5.30531e+11,3
"1670",5.30531e+11,3
"1671",5.30531e+11,3
"1672",5.30531e+11,2
"1673",5.30531e+11,2
"1674",5.30531e+11,2
"1675",5.30531e+11,2
"1676",5.30531e+11,2
"1677",5.30531e+11,3
"1678",5.30531e+11,2
"1679",5.30531e+11,2
"1680",5.30531e+11,2
"1681",5.30531e+11,2
"1682",5.30531e+11,3
"1683",5.30531e+11,3
"1684",5.30531e+11,3
"1685",5.30531e+11,2
"1686",5.30531e+11,2
"1687",5.30531e+11,2
"1688",5.30531e+11,2
"1689",5.30531e+11,2
"1690",5.30531e+11,2
"1691",5.30531e+11,2
"1692",5.30531e+11,2
"1693",5.30531e+11,2
"1694",5.30531e+11,2
"1695",5.30531e+11,2
"1696",5.30531e+11,2
"1697",5.30531e+11,2
"1698",5.30531e+11,2
"1699",5.30531e+11,1
"1700",5.30531e+11,2
"1701",5.30531e+11,1
"1702",5.30531e+11,1
"1703",5.30531e+11,1
"1704",5.30531e+11,1
"1705",5.30531e+11,1
"1706",5.30531e+11,1
"1707",5.30531e+11,1
"1708",5.30531e+11,3
"1709",5.30531e+11,2
"1710",5.30531e+11,2
"1711",5.30531e+11,2
"1712",5.30531e+11,2
"1713",5.30531e+11,2
"1714",5.30531e+11,1
"1715",5.30531e+11,1
"1716",5.30531e+11,1
"1717",5.30531e+11,1
"1718",5.30531e+11,1
"1719",5.30531e+11,1
"1720",5.30531e+11,1
"1721",5.30531e+11,1
"1722",5.30531e+11,1
"1723",5.30531e+11,1
"1724",5.30531e+11,2
"1725",5.30531e+11,2
"1726",5.30531e+11,1
"1727",5.30531e+11,1
"1728",5.30531e+11,1
"1729",5.30531e+11,1
"1730",5.30531e+11,1
"1731",5.30531e+11,1
"1732",5.30531e+11,2
"1733",5.30531e+11,2
"1734",5.30531e+11,2
"1735",5.30531e+11,2
"1736",5.30531e+11,3
"1737",5.30531e+11,3
"1738",5.30531e+11,2
"1739",5.30531e+11,2
"1740",5.30531e+11,2
"1741",5.30531e+11,2
"1742",5.30531e+11,1
"1743",5.30531e+11,1
"1744",5.30531e+11,1
"1745",5.30531e+11,2
"1746",5.30531e+11,2
"1747",5.30531e+11,1
"1748",5.30531e+11,2
"1749",5.30531e+11,1
"1750",5.30531e+11,2
"1751",5.30531e+11,2
"1752",5.30531e+11,2
"1753",5.30531e+11,2
"1754",5.30531e+11,2
"1755",5.30531e+11,1
"1756",5.30531e+11,1
"1757",5.30531e+11,1
"1758",5.30531e+11,3
"1759",5.30531e+11,2
"1760",5.30531e+11,2
"1761",5.30531e+11,2
"1762",5.30531e+11,2
"1763",5.30531e+11,2
"1764",5.30531e+11,2
"1765",5.30531e+11,2
"1766",5.30531e+11,2
"1767",5.30531e+11,2
"1768",5.30531e+11,2
"1769",5.30531e+11,2
"1770",5.30531e+11,2
"1771",5.30531e+11,2
"1772",5.30531e+11,2
"1773",5.30531e+11,2
"1774",5.30531e+11,2
"1775",5.30531e+11,2
"1776",5.30531e+11,2
"1777",5.30531e+11,3
"1778",5.30531e+11,2
"1779",5.30531e+11,2
"1780",5.30531e+11,2
"1781",5.30531e+11,2
"1782",5.30531e+11,2
"1783",5.30531e+11,2
"1784",5.30531e+11,2
"1785",5.30531e+11,2
"1786",5.30531e+11,2
"1787",5.30531e+11,2
"1788",5.30531e+11,2
"1789",5.30531e+11,2
"1790",5.30531e+11,2
"1791",5.30531e+11,2
"1792",5.30531e+11,2
"1793",5.30531e+11,2
"1794",5.30531e+11,2
"1795",5.30531e+11,3
"1796",5.30531e+11,2
"1797",5.30531e+11,2
"1798",5.30531e+11,2
"1799",5.30531e+11,2
"1800",5.30531e+11,2
"1801",5.30531e+11,2
"1802",5.30531e+11,2
"1803",5.30531e+11,2
"1804",5.30531e+11,2
"1805",5.30531e+11,2
"1806",5.30531e+11,3
"1807",5.30531e+11,2
"1808",5.30531e+11,2
"1809",5.30531e+11,2
"1810",5.30531e+11,2
"1811",5.30531e+11,2
"1812",5.30531e+11,2
"1813",5.30531e+11,2
"1814",5.30531e+11,2
"1815",5.30531e+11,2
"1816",5.30531e+11,2
"1817",5.30531e+11,2
"1818",5.30531e+11,2
"1819",5.30531e+11,2
"1820",5.30531e+11,2
"1821",5.30531e+11,2
"1822",5.30531e+11,2
"1823",5.30531e+11,2
"1824",5.30531e+11,2
"1825",5.30531e+11,2
"1826",5.30531e+11,2
"1827",5.30531e+11,2
"1828",5.30531e+11,2
"1829",5.30531e+11,3
"1830",5.30531e+11,2
"1831",5.30531e+11,2
"1832",5.30531e+11,2
"1833",5.30531e+11,2
"1834",5.30531e+11,2
"1835",5.30531e+11,2
"1836",5.30531e+11,2
"1837",5.30531e+11,2
"1838",5.30531e+11,2
"1839",5.30531e+11,2
"1840",5.30531e+11,2
"1841",5.30531e+11,3
"1842",5.30531e+11,3
"1843",5.30531e+11,3
"1844",5.30531e+11,2
"1845",5.30531e+11,3
"1846",5.30531e+11,2
"1847",5.30531e+11,1
"1848",5.30531e+11,1
"1849",5.30531e+11,1
"1850",5.30531e+11,1
"1851",5.30531e+11,2
"1852",5.30531e+11,1
"1853",5.30531e+11,2
"1854",5.30531e+11,2
"1855",5.30531e+11,1
"1856",5.30531e+11,1
"1857",5.30531e+11,1
"1858",5.30531e+11,3
"1859",5.30531e+11,1
"1860",5.30531e+11,2
"1861",5.30531e+11,1
"1862",5.30531e+11,3
"1863",5.30531e+11,1
"1864",5.30531e+11,3
"1865",5.30531e+11,2
"1866",5.30531e+11,2
"1867",5.30531e+11,2
"1868",5.30531e+11,1
"1869",5.30531e+11,3
"1870",5.30531e+11,1
"1871",5.30531e+11,1
"1872",5.30531e+11,2
"1873",5.30531e+11,3
"1874",5.30531e+11,2
"1875",5.30531e+11,3
"1876",5.30531e+11,3
"1877",5.30531e+11,3
"1878",5.30531e+11,3
"1879",5.30531e+11,3
"1880",5.30531e+11,3
"1881",5.30531e+11,3
"1882",5.30531e+11,3
"1883",5.30531e+11,3
"1884",5.30531e+11,3
"1885",5.30531e+11,2
"1886",5.30531e+11,3
"1887",5.30531e+11,3
"1888",5.30531e+11,2
"1889",5.30531e+11,3
"1890",5.30531e+11,2
"1891",5.30531e+11,3
"1892",5.30531e+11,2
"1893",5.30531e+11,2
"1894",5.30531e+11,3
"1895",5.30531e+11,3
"1896",5.30531e+11,2
"1897",5.30531e+11,3
"1898",5.30531e+11,3
"1899",5.30531e+11,2
"1900",5.30531e+11,3
"1901",5.30531e+11,3
"1902",5.30531e+11,3
"1903",5.30531e+11,2
"1904",5.30531e+11,3
"1905",5.30531e+11,3
"1906",5.30531e+11,3
"1907",5.30531e+11,3
"1908",5.30531e+11,3
"1909",5.30531e+11,3
"1910",5.30531e+11,3
"1911",5.30531e+11,3
"1912",5.30531e+11,2
"1913",5.30531e+11,2
"1914",5.30531e+11,3
"1915",5.30531e+11,1
"1916",5.30531e+11,2
"1917",5.30531e+11,2
"1918",5.30531e+11,2
"1919",5.30531e+11,2
"1920",5.30531e+11,2
"1921",5.30531e+11,2
"1922",5.30531e+11,2
"1923",5.30531e+11,2
"1924",5.30531e+11,2
"1925",5.30531e+11,2
"1926",5.30531e+11,2
"1927",5.30531e+11,2
"1928",5.30531e+11,2
"1929",5.30531e+11,2
"1930",5.30531e+11,2
"1931",5.30531e+11,2
"1932",5.30531e+11,2
"1933",5.30531e+11,2
"1934",5.30531e+11,2
"1935",5.30531e+11,2
"1936",5.30531e+11,2
"1937",5.30531e+11,2
"1938",5.30531e+11,2
"1939",5.30531e+11,2
"1940",5.30531e+11,2
"1941",5.30531e+11,2
"1942",5.30531e+11,2
"1943",5.30531e+11,2
"1944",5.30531e+11,2
"1945",5.30539e+11,3
"1946",5.30539e+11,3
"1947",5.30539e+11,2
"1948",5.30539e+11,2
"1949",5.30539e+11,2
"1950",5.30539e+11,2
"1951",5.30539e+11,2
"1952",5.30539e+11,2
"1953",5.30539e+11,2
"1954",5.30539e+11,1
"1955",5.30539e+11,2
"1956",5.30539e+11,3
"1957",5.30539e+11,3
"1958",5.30539e+11,2
"1959",5.30539e+11,2
"1960",5.30539e+11,2
"1961",5.30539e+11,2
"1962",5.30539e+11,1
"1963",5.30539e+11,1
"1964",5.30539e+11,1
"1965",5.30539e+11,1
"1966",5.30539e+11,1
"1967",5.30539e+11,3
"1968",5.30539e+11,2
"1969",5.30539e+11,3
"1970",5.30539e+11,2
"1971",5.30539e+11,2
"1972",5.30539e+11,2
"1973",5.30539e+11,2
"1974",5.30539e+11,2
"1975",5.30539e+11,2
"1976",5.30539e+11,3
"1977",5.30539e+11,3
"1978",5.3067e+11,2
"1979",5.3067e+11,2
"1980",5.3067e+11,2
"1981",5.3067e+11,2
"1982",5.3067e+11,2
"1983",5.3067e+11,2
"1984",5.3067e+11,2
"1985",5.3067e+11,2
"1986",5.3067e+11,2
"1987",5.3067e+11,2
"1988",5.3067e+11,2
"1989",5.3067e+11,2
"1990",5.3067e+11,2
"1991",5.3067e+11,2
"1992",5.3067e+11,2
"1993",5.3067e+11,2
"1994",5.3067e+11,2
"1995",5.3067e+11,2
"1996",5.3067e+11,2
"1997",5.3067e+11,2
"1998",5.3067e+11,2
"1999",5.3067e+11,2
"2000",5.3067e+11,2
"2001",5.3067e+11,2
"2002",5.3067e+11,2
"2003",5.3067e+11,2
"2004",5.3067e+11,2
"2005",5.3067e+11,2
"2006",5.3067e+11,2
"2007",5.3067e+11,2
"2008",5.3067e+11,2
"2009",5.3067e+11,2
"2010",5.3067e+11,2
"2011",5.3067e+11,2
"2012",5.3067e+11,2
"2013",5.3067e+11,2
"2014",5.3067e+11,2
"2015",5.3067e+11,2
"2016",5.3067e+11,2
"2017",5.3067e+11,2
"2018",5.3067e+11,3
"2019",5.3067e+11,3
"2020",5.3067e+11,2
"2021",5.3067e+11,2
"2022",5.3067e+11,2
"2023",5.3067e+11,2
"2024",5.3067e+11,2
"2025",5.3067e+11,2
"2026",5.3067e+11,2
"2027",5.3067e+11,2
"2028",5.3067e+11,2
"2029",5.3067e+11,2
"2030",5.3067e+11,2
"2031",5.3067e+11,2
"2032",5.3067e+11,2
"2033",5.3067e+11,2
"2034",5.3067e+11,2
"2035",5.3067e+11,2
"2036",5.3067e+11,2
"2037",5.3067e+11,2
"2038",5.3067e+11,2
"2039",5.3067e+11,2
"2040",5.3067e+11,2
"2041",5.3067e+11,2
"2042",5.3067e+11,2
"2043",5.3067e+11,2
"2044",5.3067e+11,2
"2045",5.3067e+11,2
"2046",5.3067e+11,2
"2047",5.3067e+11,2
"2048",5.3067e+11,2
"2049",5.3067e+11,2
"2050",5.3067e+11,2
"2051",5.3067e+11,2
"2052",5.3067e+11,2
"2053",5.3067e+11,2
"2054",5.3067e+11,2
"2055",5.3067e+11,2
"2056",5.3067e+11,2
"2057",5.3067e+11,2
"2058",5.3067e+11,2
"2059",5.3067e+11,2
"2060",5.3067e+11,2
"2061",5.3067e+11,2
"2062",5.3067e+11,2
"2063",5.3067e+11,3
"2064",5.3067e+11,3
"2065",5.3067e+11,2
"2066",5.3067e+11,2
"2067",5.3067e+11,3
"2068",5.3067e+11,3
"2069",5.3067e+11,3
