bg_geo_id,model_id,score,date_obtained
530330074011,5,3,Fri Mar 05 10:43:53 2021
530330074012,5,3,Fri Mar 05 10:43:53 2021
530330074013,5,3,Fri Mar 05 10:43:53 2021
530330074014,5,4,Fri Mar 05 10:43:53 2021
530330074021,5,4,Fri Mar 05 10:43:53 2021
530330074022,5,4,Fri Mar 05 10:43:53 2021
530330074023,5,3,Fri Mar 05 10:43:53 2021
530330075001,5,4,Fri Mar 05 10:43:53 2021
530330075002,5,4,Fri Mar 05 10:43:53 2021
530330075003,5,3,Fri Mar 05 10:43:53 2021
530330075004,5,3,Fri Mar 05 10:43:53 2021
530330075005,5,3,Fri Mar 05 10:43:53 2021
530330076001,5,4,Fri Mar 05 10:43:53 2021
530330076002,5,3,Fri Mar 05 10:43:53 2021
530330076003,5,4,Fri Mar 05 10:43:53 2021
530330077001,5,4,Fri Mar 05 10:43:53 2021
530330077002,5,3,Fri Mar 05 10:43:53 2021
530330077003,5,3,Fri Mar 05 10:43:53 2021
530330077004,5,4,Fri Mar 05 10:43:53 2021
530330078001,5,4,Fri Mar 05 10:43:53 2021
530330078002,5,3,Fri Mar 05 10:43:53 2021
530330078003,5,4,Fri Mar 05 10:43:53 2021
530330078004,5,3,Fri Mar 05 10:43:53 2021
530330079001,5,3,Fri Mar 05 10:43:53 2021
530330079002,5,3,Fri Mar 05 10:43:53 2021
530330079003,5,3,Fri Mar 05 10:43:53 2021
530330079004,5,4,Fri Mar 05 10:43:53 2021
530330079005,5,3,Fri Mar 05 10:43:53 2021
530330080011,5,3,Fri Mar 05 10:43:53 2021
530330080012,5,4,Fri Mar 05 10:43:53 2021
530330080013,5,4,Fri Mar 05 10:43:53 2021
530330080014,5,3,Fri Mar 05 10:43:53 2021
530330080015,5,3,Fri Mar 05 10:43:53 2021
530330080021,5,4,Fri Mar 05 10:43:53 2021
530330080022,5,4,Fri Mar 05 10:43:53 2021
530330081001,5,3,Fri Mar 05 10:43:53 2021
530330081002,5,3,Fri Mar 05 10:43:53 2021
530330081003,5,4,Fri Mar 05 10:43:53 2021
530330082001,5,4,Fri Mar 05 10:43:53 2021
530330082002,5,4,Fri Mar 05 10:43:53 2021
530330082003,5,3,Fri Mar 05 10:43:53 2021
530330083001,5,4,Fri Mar 05 10:43:53 2021
530330083002,5,4,Fri Mar 05 10:43:53 2021
530330084001,5,3,Fri Mar 05 10:43:53 2021
530330084002,5,4,Fri Mar 05 10:43:53 2021
530330084003,5,4,Fri Mar 05 10:43:53 2021
530330085001,5,3,Fri Mar 05 10:43:53 2021
530330085002,5,4,Fri Mar 05 10:43:53 2021
530330085003,5,3,Fri Mar 05 10:43:53 2021
530330086001,5,4,Fri Mar 05 10:43:53 2021
530330086002,5,3,Fri Mar 05 10:43:53 2021
530330086003,5,3,Fri Mar 05 10:43:53 2021
530330087001,5,4,Fri Mar 05 10:43:53 2021
530330087002,5,3,Fri Mar 05 10:43:53 2021
530330087003,5,4,Fri Mar 05 10:43:53 2021
530330088001,5,3,Fri Mar 05 10:43:53 2021
530330088002,5,4,Fri Mar 05 10:43:53 2021
530330088003,5,4,Fri Mar 05 10:43:53 2021
530330089001,5,3,Fri Mar 05 10:43:53 2021
530330089002,5,3,Fri Mar 05 10:43:53 2021
530330089003,5,3,Fri Mar 05 10:43:53 2021
530330089004,5,4,Fri Mar 05 10:43:53 2021
530330090001,5,4,Fri Mar 05 10:43:53 2021
530330090002,5,4,Fri Mar 05 10:43:53 2021
530330091001,5,3,Fri Mar 05 10:43:53 2021
530330091002,5,4,Fri Mar 05 10:43:53 2021
530330092001,5,4,Fri Mar 05 10:43:53 2021
530330092002,5,3,Fri Mar 05 10:43:53 2021
530330093001,5,3,Fri Mar 05 10:43:53 2021
530330093002,5,3,Fri Mar 05 10:43:53 2021
530330093003,5,4,Fri Mar 05 10:43:53 2021
530330094001,5,4,Fri Mar 05 10:43:53 2021
530330094002,5,4,Fri Mar 05 10:43:53 2021
530330094003,5,3,Fri Mar 05 10:43:53 2021
530330094004,5,4,Fri Mar 05 10:43:53 2021
530330094005,5,4,Fri Mar 05 10:43:53 2021
530330095001,5,4,Fri Mar 05 10:43:53 2021
530330095002,5,3,Fri Mar 05 10:43:53 2021
530330095003,5,4,Fri Mar 05 10:43:53 2021
530330095004,5,4,Fri Mar 05 10:43:53 2021
530330096001,5,4,Fri Mar 05 10:43:53 2021
530330096002,5,3,Fri Mar 05 10:43:53 2021
530330096003,5,4,Fri Mar 05 10:43:53 2021
530330096004,5,4,Fri Mar 05 10:43:53 2021
530330096005,5,3,Fri Mar 05 10:43:53 2021
530330097011,5,4,Fri Mar 05 10:43:53 2021
530330097012,5,4,Fri Mar 05 10:43:53 2021
530330097013,5,4,Fri Mar 05 10:43:53 2021
530330097014,5,3,Fri Mar 05 10:43:53 2021
530330097021,5,3,Fri Mar 05 10:43:53 2021
530330097022,5,4,Fri Mar 05 10:43:53 2021
530330097023,5,4,Fri Mar 05 10:43:53 2021
530330097024,5,4,Fri Mar 05 10:43:53 2021
530330097025,5,4,Fri Mar 05 10:43:53 2021
530330098001,5,3,Fri Mar 05 10:43:53 2021
530330098002,5,4,Fri Mar 05 10:43:53 2021
530330098003,5,4,Fri Mar 05 10:43:53 2021
530330098004,5,3,Fri Mar 05 10:43:53 2021
530330098005,5,3,Fri Mar 05 10:43:53 2021
530330099001,5,4,Fri Mar 05 10:43:53 2021
530330099002,5,4,Fri Mar 05 10:43:53 2021
530330099003,5,3,Fri Mar 05 10:43:53 2021
530330099004,5,3,Fri Mar 05 10:43:53 2021
530330100011,5,3,Fri Mar 05 10:43:53 2021
530330100012,5,4,Fri Mar 05 10:43:53 2021
530330100013,5,4,Fri Mar 05 10:43:53 2021
530330100021,5,4,Fri Mar 05 10:43:53 2021
530330100022,5,4,Fri Mar 05 10:43:53 2021
530330100023,5,4,Fri Mar 05 10:43:53 2021
530330100024,5,3,Fri Mar 05 10:43:53 2021
530330101001,5,3,Fri Mar 05 10:43:53 2021
530330101002,5,3,Fri Mar 05 10:43:53 2021
530330101003,5,3,Fri Mar 05 10:43:53 2021
530330101004,5,3,Fri Mar 05 10:43:53 2021
530330101005,5,4,Fri Mar 05 10:43:53 2021
530330102001,5,4,Fri Mar 05 10:43:53 2021
530330102002,5,3,Fri Mar 05 10:43:53 2021
530330102003,5,3,Fri Mar 05 10:43:53 2021
