"Block.Group.ID","Average.Block.Group.Score","Population","Population.3.Mile","Households.3.Mile","Percent.Kids.under.5","Percent.Kids.under.5.3.Mile","Percent.Kids.5.to.9","Percent.Kids.5.to.9.3 Mile","Average.Age","Household.income.under.40K.3Mile","Household.income.40K.to.50K.3.Mile","Household.income.50K.to.60K.3.Mile","Household.income.60K.to.75K.3.Mile","Household.income.75K.to.100K.3.Mile","Household.income.100:.125K.3.Mile","Household.income.125K.to.150K.3.Mile","Household.income.150K.to.200K.3.Mile","Household.income.200K+.3Mile","Score"
"530330095003",NA,1554,146156,62410,0.086,0.045,0.142,0.047,41.7,0.298,0.06,0.06,0.083,0.105,0.087,0.075,0.086,0.147,4.19395901390976
"530330237001",NA,879,123121,50711,0.015,0.061,0.042,0.058,51.5,0.161,0.047,0.046,0.072,0.111,0.121,0.081,0.129,0.233,2.47025265923787
"530330248002",NA,2508,89278,33115,0.023,0.056,0.047,0.061,45.5,0.143,0.048,0.047,0.074,0.11,0.106,0.085,0.14,0.248,3.10856132243413
"530670116104",NA,2737,70724,26607,0.056,0.07,0.09,0.068,38.5,0.245,0.092,0.094,0.138,0.173,0.106,0.072,0.051,0.029,3.43442433771712
"530330005002",NA,791,140362,60899,0.063,0.061,0.042,0.047,51.6,0.239,0.063,0.064,0.092,0.123,0.102,0.083,0.105,0.129,2.73749038850645
"530330112002",NA,851,148287,56125,0.065,0.068,0.028,0.064,44.2,0.311,0.079,0.073,0.09,0.12,0.096,0.076,0.08,0.075,2.93376753994919
"530330303142",NA,1128,110048,39426,0.048,0.068,0.009,0.069,45.3,0.259,0.082,0.083,0.122,0.145,0.107,0.082,0.07,0.05,2.91596325031506
"530330303122",NA,1060,92215,33140,0.014,0.066,0.014,0.063,37.5,0.241,0.08,0.083,0.111,0.152,0.108,0.083,0.079,0.063,2.76693181077115
"530330049003",NA,1398,301809,147554,0.035,0.043,0,0.034,30.1,0.212,0.058,0.059,0.082,0.12,0.104,0.087,0.106,0.171,4.4431073164117
"530330328003",NA,436,436,238,0.011,0.011,0.016,0.016,57.9,0.483,0.176,0.067,0.021,0.134,0.029,0.059,0.013,0.017,3.24446773959706
"530330257022",NA,1037,106851,40365,0.087,0.067,0.047,0.065,40.7,0.212,0.076,0.082,0.115,0.149,0.118,0.077,0.1,0.071,4.27805968586821
"530530721074",NA,743,62930,25054,0,0.065,0.061,0.056,37.8,0.296,0.084,0.09,0.117,0.139,0.097,0.075,0.056,0.046,2.76850355345174
"530530608005",NA,1189,102179,44173,0.095,0.056,0.031,0.056,36.9,0.334,0.088,0.072,0.101,0.13,0.095,0.059,0.064,0.057,4.88980751346627
"530539400044",NA,1136,74167,26484,0.059,0.071,0.041,0.073,45.2,0.344,0.093,0.099,0.112,0.144,0.09,0.047,0.041,0.031,3.48246538596691
"530330024001",NA,983,170140,68833,0.01,0.049,0.072,0.048,44.3,0.263,0.063,0.059,0.071,0.108,0.09,0.067,0.105,0.174,2.56948325516752
"530530734061",NA,1962,68063,26572,0.08,0.058,0.036,0.054,40.7,0.267,0.094,0.078,0.121,0.13,0.104,0.065,0.081,0.06,5.0206200727283
"530330115001",NA,1622,107099,45144,0.097,0.068,0.046,0.069,36.6,0.25,0.073,0.073,0.087,0.117,0.107,0.077,0.103,0.112,4.72660576865644
"530330247013",NA,1034,85406,32065,0.046,0.05,0.03,0.061,40.2,0.131,0.038,0.037,0.068,0.103,0.102,0.09,0.136,0.294,3.56431399673676
"530330303141",NA,2066,112055,39822,0.057,0.068,0.056,0.067,38.2,0.254,0.08,0.082,0.124,0.146,0.108,0.084,0.073,0.048,3.06229603298266
"530670108003",NA,1103,44573,18410,0.043,0.049,0.092,0.055,39.3,0.266,0.087,0.092,0.088,0.154,0.119,0.069,0.068,0.055,3.33356428706378
"530330064001",NA,1309,250510,127286,0.102,0.034,0.06,0.027,32.7,0.263,0.057,0.058,0.078,0.114,0.093,0.078,0.094,0.164,1.8174821464057
"530330322142",NA,2679,60450,20578,0.057,0.062,0.118,0.085,38.9,0.079,0.029,0.022,0.047,0.077,0.096,0.109,0.164,0.378,2.24989243976726
"530330007003",NA,1365,169128,73342,0.07,0.059,0.078,0.047,41,0.253,0.069,0.066,0.083,0.128,0.101,0.072,0.102,0.128,2.37268117257136
"530530721063",NA,2348,93193,36772,0.082,0.07,0.037,0.06,30.4,0.309,0.087,0.1,0.117,0.139,0.092,0.067,0.049,0.041,3.68916402378699
"530530609041",NA,701,62857,26732,0.09,0.055,0.138,0.057,36.4,0.257,0.083,0.064,0.101,0.136,0.114,0.076,0.089,0.08,5.0370722494288
"530530609061",NA,1480,105523,45152,0.031,0.059,0.064,0.058,41.9,0.314,0.089,0.079,0.101,0.135,0.097,0.061,0.064,0.061,2.79402135356376
"530330243004",NA,2046,82922,35355,0.018,0.049,0.045,0.051,53.1,0.178,0.044,0.038,0.059,0.1,0.101,0.088,0.11,0.282,3.2676960161297
"530330105003",NA,1174,90785,41027,0.073,0.06,0.018,0.06,43.2,0.216,0.068,0.063,0.087,0.115,0.111,0.08,0.119,0.141,4.29943723900124
"530330290034",NA,1041,81022,29546,0.12,0.066,0.05,0.075,31.5,0.286,0.095,0.09,0.122,0.133,0.091,0.064,0.062,0.057,5.30116673453883
"530539400031",NA,3542,45506,16424,0.102,0.066,0.123,0.079,31.1,0.282,0.081,0.089,0.105,0.149,0.113,0.063,0.071,0.046,5.42627313425553
"530330258063",NA,1690,105272,40617,0.104,0.066,0.083,0.062,34.3,0.265,0.084,0.087,0.115,0.15,0.114,0.062,0.073,0.049,4.8291405862804
"530330230002",NA,1197,89784,33857,0.047,0.064,0.041,0.069,44.8,0.158,0.043,0.045,0.073,0.111,0.12,0.08,0.133,0.238,3.40315821096972
"530530726034",NA,2047,3883,1621,0.118,0.071,0.111,0.104,33.8,0.324,0.088,0.184,0.158,0.125,0.035,0.04,0.031,0.015,5.29709237464166
"530530632003",NA,823,123344,44770,0.09,0.073,0.019,0.076,35.4,0.375,0.114,0.102,0.117,0.131,0.08,0.037,0.027,0.016,3.56790069494332
"530330227011",NA,1724,77285,31497,0.034,0.062,0.062,0.053,39.1,0.149,0.042,0.045,0.069,0.1,0.101,0.097,0.124,0.273,2.92910229977397
"530330239002",NA,1877,85987,36970,0.082,0.048,0.047,0.053,41.9,0.162,0.044,0.044,0.065,0.11,0.119,0.081,0.116,0.258,4.98963623803565
"530330121002",NA,1470,89196,35535,0.053,0.065,0.095,0.072,47.5,0.283,0.085,0.072,0.094,0.119,0.101,0.081,0.077,0.089,3.77398903999921
"530330097012",NA,779,59848,27320,0.062,0.064,0.068,0.059,37.7,0.192,0.063,0.062,0.092,0.11,0.11,0.076,0.136,0.16,3.72037037532939
"530330076001",NA,1416,250453,127889,0.031,0.033,0.051,0.027,32.6,0.264,0.058,0.058,0.078,0.114,0.092,0.079,0.094,0.162,5.33421382163943
"530330202003",NA,814,41693,16518,0,0.06,0.011,0.052,54.5,0.221,0.064,0.068,0.093,0.145,0.122,0.083,0.114,0.09,2.84770433577583
"530330044004",NA,1898,250415,108939,0,0.049,0,0.044,24.9,0.204,0.058,0.06,0.082,0.117,0.1,0.081,0.109,0.189,3.5159220746767
"530330316043",NA,1672,40791,13847,0.105,0.071,0.236,0.106,29.6,0.141,0.032,0.038,0.089,0.173,0.147,0.123,0.147,0.11,3.16483420607719
"530330293062",NA,1543,98789,34764,0.065,0.065,0.026,0.065,43.6,0.198,0.073,0.076,0.124,0.152,0.126,0.085,0.1,0.066,3.81549611831459
"530530625006",NA,591,142016,53696,0.027,0.07,0,0.07,42.4,0.38,0.103,0.098,0.11,0.132,0.089,0.04,0.028,0.02,2.76469933085629
"530330323253",NA,2660,77280,30142,0.056,0.066,0.092,0.076,33,0.132,0.035,0.038,0.067,0.104,0.125,0.104,0.145,0.251,3.92770876268896
"530330300061",NA,1840,96797,34845,0.042,0.066,0.072,0.072,35.4,0.272,0.074,0.089,0.125,0.141,0.092,0.086,0.062,0.057,2.74393934099468
"530330065003",NA,1624,273295,137806,0.006,0.035,0.044,0.028,34.9,0.256,0.059,0.06,0.079,0.115,0.093,0.079,0.094,0.165,5.77608093496951
"530330260022",NA,1471,109104,41921,0.137,0.065,0.056,0.062,34.2,0.276,0.086,0.081,0.108,0.142,0.12,0.059,0.072,0.055,4.96868924613629
"530330327032",NA,653,12292,4420,0.025,0.084,0.084,0.081,40.9,0.179,0.052,0.048,0.055,0.098,0.127,0.096,0.176,0.169,3.02665971655784
"530539400043",NA,882,61098,21466,0.019,0.073,0.083,0.073,52.5,0.321,0.088,0.09,0.104,0.153,0.098,0.053,0.053,0.042,2.86580112912869
"530330067004",NA,1971,285108,145479,0.047,0.035,0.057,0.027,37.1,0.244,0.06,0.062,0.082,0.116,0.098,0.082,0.096,0.162,5.71482981839291
"530670110003",NA,1694,16871,7009,0.037,0.052,0.06,0.065,50.7,0.297,0.067,0.101,0.081,0.149,0.088,0.101,0.065,0.052,4.05682409428744
"530530606001",NA,1189,79141,33422,0.013,0.046,0.033,0.055,45.6,0.306,0.08,0.063,0.099,0.139,0.1,0.071,0.079,0.062,2.83792310407015
"530330260014",NA,1148,104706,40191,0.069,0.065,0.055,0.063,41.5,0.284,0.088,0.075,0.104,0.127,0.119,0.059,0.072,0.071,3.77672455609869
"530330215001",NA,1203,74475,29819,0.057,0.067,0.151,0.058,39.3,0.227,0.064,0.064,0.079,0.157,0.112,0.083,0.107,0.106,2.79616581986547
"530330236031",NA,1416,117185,48304,0.011,0.06,0.016,0.06,34.4,0.163,0.048,0.046,0.074,0.114,0.122,0.082,0.129,0.223,2.60682907041223
"530539400053",NA,2600,81029,28680,0.086,0.066,0.065,0.06,36,0.237,0.082,0.078,0.112,0.14,0.117,0.082,0.085,0.067,5.14303937076012
"530330303123",NA,1187,85968,30447,0.137,0.066,0.12,0.06,31.1,0.233,0.083,0.081,0.111,0.146,0.113,0.081,0.088,0.065,4.23063440408705
"530330231001",NA,1106,90301,34303,0.055,0.064,0.108,0.069,40.5,0.165,0.044,0.045,0.075,0.113,0.12,0.076,0.129,0.234,3.1466039578251
"530330300053",NA,2312,101090,35614,0.092,0.064,0.065,0.073,27.9,0.28,0.074,0.084,0.123,0.136,0.096,0.084,0.064,0.061,4.49269840498215
"530330316034",NA,2176,30120,10095,0.091,0.071,0.125,0.111,32.6,0.137,0.03,0.03,0.084,0.172,0.132,0.127,0.162,0.126,3.493615506259
"530330312041",NA,1145,51132,17572,0.097,0.056,0.104,0.071,36.6,0.198,0.075,0.062,0.102,0.158,0.115,0.096,0.104,0.089,5.27630682102671
"530330234012",NA,1517,106305,42271,0.053,0.056,0.057,0.057,41,0.165,0.049,0.045,0.071,0.118,0.113,0.08,0.132,0.227,3.42513857761306
"530330247025",NA,1059,84074,31037,0.072,0.056,0,0.063,52.5,0.147,0.042,0.043,0.08,0.12,0.117,0.08,0.133,0.24,5.0379271647985
"530330267002",NA,2097,105747,40738,0.058,0.067,0.148,0.072,29.8,0.299,0.09,0.081,0.094,0.123,0.093,0.078,0.072,0.071,2.69268024575583
"530330319035",NA,932,41534,14851,0.036,0.065,0.131,0.07,42.4,0.133,0.048,0.067,0.094,0.129,0.133,0.084,0.137,0.174,3.0581800409852
"530330069003",NA,1196,230139,124244,0.012,0.034,0.067,0.025,43.7,0.229,0.061,0.062,0.083,0.12,0.101,0.083,0.099,0.162,5.61816568721543
"530670107001",NA,3145,80147,33531,0.071,0.057,0.076,0.058,36.1,0.303,0.094,0.093,0.111,0.144,0.105,0.064,0.049,0.037,4.28837841281571
"530330074021",NA,1773,247884,129271,0,0.035,0,0.028,31.4,0.252,0.059,0.06,0.079,0.114,0.094,0.081,0.095,0.164,3.42507829179843
"530330114023",NA,1438,110339,45092,0.098,0.068,0.091,0.068,39.1,0.279,0.076,0.072,0.09,0.124,0.105,0.077,0.083,0.093,4.57686776013707
"530330247022",NA,1273,86508,31366,0.066,0.051,0.065,0.064,46.4,0.117,0.035,0.034,0.074,0.11,0.107,0.087,0.141,0.294,4.40248696579103
"530330014004",NA,1394,154804,70979,0.07,0.058,0.066,0.043,45,0.227,0.062,0.061,0.094,0.122,0.103,0.086,0.101,0.145,2.36118523095834
"530330317042",NA,1822,70014,22862,0.048,0.062,0.058,0.073,38.6,0.18,0.07,0.066,0.098,0.148,0.138,0.104,0.101,0.097,3.67389827974989
"530530604001",NA,785,76669,33488,0.033,0.05,0.196,0.057,44.1,0.305,0.084,0.068,0.099,0.131,0.104,0.067,0.077,0.065,1.94539103302719
"530530725053",NA,4851,18321,6779,0.061,0.047,0.081,0.045,40.7,0.158,0.062,0.074,0.094,0.12,0.113,0.07,0.108,0.203,5.4565630328048
"530330245003",NA,1317,85144,32613,0.036,0.056,0.103,0.057,47.2,0.197,0.049,0.047,0.069,0.103,0.096,0.081,0.111,0.247,3.25012077303852
"530670125303",NA,1510,2829,964,0.055,0.051,0.065,0.08,39,0.254,0.119,0.075,0.145,0.111,0.091,0.098,0.078,0.029,4.21336946386141
"530330298025",NA,1707,89826,32055,0.152,0.072,0.111,0.075,32.4,0.298,0.072,0.094,0.126,0.133,0.084,0.076,0.063,0.053,2.76570232704357
"530330232012",NA,2606,107968,44448,0.064,0.061,0.09,0.06,33.7,0.167,0.047,0.048,0.074,0.114,0.122,0.08,0.129,0.22,3.72341176275596
"530330289011",NA,1113,77944,28474,0.073,0.065,0.084,0.073,41,0.279,0.097,0.091,0.112,0.133,0.107,0.065,0.065,0.052,4.32142767162141
"530670121003",NA,869,6322,2711,0.037,0.029,0.058,0.06,54.4,0.15,0.072,0.055,0.111,0.093,0.118,0.08,0.085,0.237,5.03672691788103
"530330206002",NA,999,114950,48261,0.083,0.058,0.062,0.049,40.6,0.269,0.072,0.069,0.084,0.141,0.103,0.069,0.099,0.094,4.21455573643976
"530330284031",NA,2958,77132,27852,0.045,0.073,0.057,0.065,35.6,0.299,0.109,0.092,0.105,0.13,0.099,0.06,0.057,0.049,3.03557846643208
"530670114101",NA,1063,80092,31545,0.072,0.065,0.107,0.065,30.1,0.262,0.088,0.097,0.125,0.166,0.106,0.068,0.053,0.034,3.1622242425411
"530330289021",NA,1233,81103,29424,0.036,0.066,0.128,0.073,30.5,0.289,0.096,0.086,0.114,0.13,0.107,0.063,0.064,0.052,2.79912445443521
"530330293034",NA,1105,95028,34486,0.077,0.069,0.088,0.061,41.6,0.219,0.075,0.076,0.128,0.153,0.119,0.08,0.094,0.057,3.99808413921553
"530670114102",NA,978,79547,31133,0.083,0.065,0.084,0.067,35.9,0.261,0.088,0.099,0.123,0.167,0.108,0.069,0.052,0.033,4.07567921177907
"530330249011",NA,1138,86275,31757,0.056,0.055,0.071,0.061,45.4,0.135,0.049,0.043,0.075,0.106,0.1,0.082,0.142,0.267,4.36924266051876
"530670113004",NA,881,76191,30184,0.125,0.063,0.027,0.063,32.9,0.255,0.089,0.093,0.126,0.169,0.11,0.065,0.053,0.04,5.29651835350212
"530530631004",NA,1458,138595,51614,0.071,0.076,0.045,0.074,36,0.385,0.118,0.107,0.114,0.127,0.074,0.035,0.024,0.017,2.93367373116104
"530330322034",NA,1524,62414,21425,0.019,0.058,0.174,0.081,38.3,0.091,0.034,0.032,0.052,0.084,0.103,0.102,0.162,0.341,2.58525608694176
"530330287004",NA,1379,68471,25646,0.062,0.067,0.109,0.066,37.7,0.274,0.1,0.089,0.103,0.13,0.101,0.065,0.07,0.068,3.75866518431845
"530330306002",NA,1002,64446,23197,0.055,0.069,0.025,0.074,44.6,0.286,0.074,0.092,0.114,0.14,0.085,0.076,0.079,0.054,3.40475398685711
"530330288012",NA,1096,73037,26897,0.063,0.067,0.108,0.069,36.5,0.282,0.104,0.096,0.104,0.128,0.095,0.069,0.064,0.058,3.50134875209284
"530330303082",NA,2276,97650,35570,0.113,0.065,0.065,0.064,30.5,0.253,0.08,0.08,0.114,0.139,0.109,0.084,0.079,0.062,5.16565461141634
"530330234042",NA,1527,57620,21738,0.057,0.056,0.056,0.056,40.4,0.129,0.04,0.038,0.07,0.098,0.106,0.082,0.143,0.294,4.75358478345755
"530330084002",NA,1733,221662,118038,0,0.036,0,0.03,36.7,0.241,0.058,0.06,0.079,0.117,0.097,0.082,0.098,0.167,2.73996465878664
"530330309023",NA,2531,70368,25317,0.091,0.078,0.056,0.067,29.1,0.236,0.088,0.093,0.12,0.138,0.1,0.088,0.08,0.056,4.76764502647628
"530330014003",NA,1532,180890,81642,0.042,0.058,0.025,0.046,34.3,0.217,0.062,0.062,0.091,0.125,0.103,0.084,0.105,0.151,2.31427089379818
"530330077003",NA,1064,208912,109726,0.067,0.033,0.102,0.027,33.4,0.259,0.056,0.059,0.077,0.113,0.095,0.08,0.097,0.164,4.56182485949053
"530530734062",NA,1221,66352,26013,0.027,0.058,0.027,0.054,46,0.268,0.095,0.084,0.114,0.139,0.101,0.065,0.079,0.055,2.90271176866653
"530330277023",NA,1351,4753,2053,0.05,0.053,0.035,0.023,45.9,0.223,0.062,0.027,0.106,0.091,0.156,0.094,0.096,0.145,5.27256941109189
"530530733021",NA,1454,50390,19532,0.052,0.062,0.052,0.053,37.5,0.238,0.09,0.081,0.115,0.148,0.114,0.069,0.088,0.057,3.40180463577313
"530330079003",NA,749,212449,111806,0.008,0.033,0,0.029,40.4,0.248,0.057,0.059,0.078,0.117,0.096,0.082,0.099,0.165,2.44814595340308
"530530633003",NA,1356,109804,39796,0.027,0.071,0.027,0.074,50,0.368,0.107,0.102,0.11,0.135,0.083,0.042,0.034,0.019,2.82900757643348
"530670109202",NA,1126,29560,12417,0.091,0.045,0.04,0.061,38.9,0.273,0.083,0.101,0.085,0.141,0.119,0.074,0.068,0.056,5.41262528192324
"530330238041",NA,1880,81384,35508,0.063,0.05,0.049,0.05,38.1,0.168,0.04,0.044,0.06,0.105,0.114,0.079,0.117,0.272,4.46694128106109
"530330251011",NA,2132,89135,34270,0.089,0.059,0.051,0.067,32.4,0.194,0.061,0.066,0.1,0.142,0.122,0.076,0.108,0.131,4.86488067308174
"530530721082",NA,775,61194,23869,0.071,0.071,0.068,0.07,35.2,0.373,0.095,0.092,0.117,0.118,0.078,0.057,0.039,0.031,3.63502699728256
"530330276003",NA,985,71319,26537,0,0.067,0.016,0.069,58.6,0.283,0.089,0.083,0.092,0.128,0.094,0.081,0.075,0.075,2.82968871685996
"530530703072",NA,1555,27332,9652,0.05,0.065,0.093,0.072,43.6,0.127,0.05,0.075,0.085,0.161,0.139,0.093,0.131,0.137,4.5175133293998
"530330295035",NA,1968,106849,35594,0.162,0.076,0.052,0.071,28.8,0.283,0.076,0.078,0.11,0.138,0.105,0.08,0.072,0.058,3.76113968044381
"530330063001",NA,1597,180326,81899,0.029,0.037,0.016,0.035,45.5,0.25,0.053,0.057,0.079,0.104,0.091,0.073,0.101,0.192,2.44113925260483
"530330323184",NA,2163,51942,17330,0.077,0.063,0.115,0.088,35.3,0.066,0.021,0.023,0.037,0.071,0.098,0.109,0.163,0.412,2.87756407638203
"530530718053",NA,1566,86931,33381,0.104,0.08,0.1,0.069,31.1,0.414,0.105,0.105,0.111,0.113,0.067,0.042,0.024,0.02,4.85822515021827
"530330322071",NA,1372,66948,24152,0.026,0.064,0.074,0.076,41,0.099,0.033,0.034,0.052,0.099,0.11,0.112,0.141,0.319,2.88095457964891
"530330323175",NA,1166,55379,18494,0.087,0.061,0.026,0.088,38.8,0.069,0.023,0.026,0.042,0.074,0.091,0.103,0.172,0.399,4.52013589734814
"530330323262",NA,1607,65838,25198,0.064,0.069,0.03,0.082,42,0.129,0.038,0.037,0.059,0.099,0.122,0.097,0.138,0.281,4.76837830202643
"530330048004",NA,1371,257417,117846,0.074,0.049,0.093,0.039,33.3,0.195,0.061,0.06,0.089,0.123,0.105,0.087,0.108,0.172,5.35718545514352
"530530615004",NA,1133,88164,36851,0.054,0.051,0.077,0.061,30.6,0.346,0.088,0.074,0.099,0.132,0.094,0.055,0.065,0.046,3.01201533080169
"530670111002",NA,2854,31099,13829,0.05,0.052,0.053,0.036,33.1,0.367,0.093,0.063,0.1,0.14,0.089,0.06,0.049,0.04,3.99328380587184
"530330056005",NA,1587,143659,75595,0.046,0.042,0.049,0.033,48.1,0.167,0.061,0.059,0.082,0.129,0.11,0.094,0.112,0.187,2.51121615855321
"530330052001",NA,1229,295698,138248,0.021,0.045,0,0.039,21.4,0.202,0.057,0.06,0.082,0.119,0.104,0.084,0.108,0.184,5.25154172584483
"530330210004",NA,926,128932,55347,0.054,0.058,0.045,0.046,42.6,0.287,0.074,0.07,0.085,0.14,0.101,0.064,0.09,0.089,2.77186075388785
"530530702062",NA,1078,7938,2776,0.047,0.063,0.028,0.051,46.8,0.224,0.085,0.071,0.088,0.123,0.164,0.088,0.123,0.035,4.43957229946167
"530330058014",NA,1271,185965,89300,0.03,0.052,0.02,0.042,33.9,0.164,0.062,0.062,0.09,0.129,0.108,0.092,0.11,0.184,2.38688009193612
"530330322085",NA,2871,71696,26341,0.017,0.069,0.051,0.076,41,0.126,0.032,0.039,0.058,0.114,0.104,0.103,0.143,0.281,2.58049643795806
"530330226032",NA,795,117794,48614,0.04,0.065,0.112,0.061,44.2,0.154,0.048,0.051,0.07,0.122,0.123,0.101,0.137,0.193,2.36760704145382
"530330087002",NA,1625,200881,105861,0.03,0.035,0.049,0.03,27.8,0.259,0.057,0.057,0.078,0.111,0.097,0.08,0.097,0.162,3.05907196903878
"530530731162",NA,1742,21885,7384,0.056,0.063,0.09,0.071,37.7,0.181,0.095,0.092,0.111,0.179,0.116,0.099,0.076,0.05,4.13976516900874
"530330277021",NA,832,3677,1681,0.055,0.017,0.019,0.038,56.2,0.18,0.105,0.084,0.077,0.106,0.155,0.04,0.109,0.142,5.35168376680569
"530330251014",NA,2100,86362,32614,0.041,0.059,0.058,0.065,39.8,0.173,0.057,0.062,0.095,0.134,0.118,0.078,0.118,0.165,3.14794154514216
"530530714061",NA,3263,58596,19440,0.048,0.072,0.108,0.086,31.1,0.224,0.065,0.104,0.133,0.194,0.1,0.093,0.054,0.032,3.27339286643334
"530330111013",NA,1564,106767,38111,0.072,0.06,0.078,0.06,33.9,0.292,0.066,0.075,0.08,0.116,0.094,0.076,0.088,0.113,3.90464565257687
"530330104012",NA,1977,113137,42280,0.037,0.056,0.066,0.062,37.6,0.299,0.074,0.069,0.084,0.116,0.089,0.076,0.088,0.107,2.88233134471683
"530670123202",NA,837,4362,1785,0.05,0.034,0.07,0.047,37.5,0.184,0.076,0.178,0.094,0.132,0.086,0.135,0.066,0.05,3.14949560380367
"530670113003",NA,815,84215,33232,0.093,0.063,0.037,0.065,31.1,0.26,0.089,0.096,0.129,0.165,0.102,0.071,0.053,0.035,4.12948204091637
"530330251023",NA,3538,77726,28878,0.131,0.062,0.113,0.07,32.8,0.199,0.061,0.073,0.097,0.139,0.123,0.073,0.108,0.127,4.52918526691678
"530330320063",NA,1818,54814,18803,0.056,0.062,0.039,0.075,44.1,0.132,0.056,0.054,0.094,0.178,0.15,0.102,0.125,0.109,4.81248656120678
"530330300045",NA,1034,92142,33012,0.054,0.061,0.14,0.077,32.6,0.282,0.076,0.088,0.121,0.132,0.099,0.079,0.066,0.057,2.88207569705691
"530330017023",NA,1149,182634,83558,0.091,0.056,0.064,0.044,40.7,0.215,0.062,0.058,0.09,0.126,0.106,0.089,0.103,0.152,2.04888584790283
"530330317041",NA,1429,62736,20869,0.052,0.063,0.06,0.073,40.5,0.163,0.064,0.069,0.097,0.152,0.146,0.098,0.11,0.102,3.91422114237672
"530330004013",NA,1426,155785,67499,0,0.061,0.008,0.046,60.2,0.258,0.067,0.069,0.087,0.127,0.104,0.076,0.099,0.113,2.67592471908915
"530330209002",NA,897,118848,51311,0.052,0.058,0.045,0.046,38.2,0.281,0.071,0.069,0.092,0.136,0.104,0.067,0.091,0.089,2.68665384334523
"530330309022",NA,1205,62227,22524,0.067,0.078,0.013,0.07,46.9,0.232,0.089,0.094,0.115,0.134,0.109,0.079,0.086,0.062,4.06347498080012
"530330323164",NA,1408,61125,20980,0.079,0.066,0.082,0.089,37.8,0.092,0.03,0.03,0.051,0.077,0.105,0.113,0.163,0.339,4.04738316481424
"530530729061",NA,1064,2445,560,0,0.032,0,0.043,23,0.42,0.063,0.059,0.136,0.157,0.03,0.114,0.011,0.011,2.81404284292018
"530530733023",NA,1401,55379,20834,0.044,0.062,0.076,0.059,38.2,0.227,0.081,0.083,0.114,0.152,0.112,0.07,0.094,0.067,3.14974252676017
"530330061004",NA,1422,308868,154947,0.025,0.036,0,0.031,34.4,0.239,0.057,0.06,0.079,0.117,0.098,0.082,0.097,0.17,5.18543486899546
"530330117004",NA,852,119748,41791,0.034,0.065,0.149,0.064,34.5,0.298,0.082,0.086,0.083,0.128,0.098,0.068,0.076,0.08,1.8755362564887
"530539400083",NA,1727,63035,21983,0.041,0.06,0.036,0.058,48.2,0.19,0.084,0.071,0.099,0.146,0.132,0.101,0.101,0.076,3.66304181443319
"530330292044",NA,1511,103454,35960,0.128,0.068,0.102,0.068,25.6,0.282,0.082,0.081,0.126,0.133,0.101,0.072,0.076,0.045,4.34750527477357
"530330323074",NA,1246,42561,15198,0.087,0.068,0.093,0.068,35.8,0.118,0.044,0.039,0.057,0.095,0.127,0.075,0.14,0.305,4.71197135980475
"530330326022",NA,1210,17237,5627,0.026,0.088,0.069,0.097,42.3,0.063,0.037,0.034,0.037,0.138,0.1,0.135,0.219,0.236,2.71717494647292
"530330254002",NA,2055,101842,39279,0.106,0.064,0.067,0.064,29.9,0.21,0.066,0.069,0.104,0.138,0.122,0.068,0.105,0.119,4.68726506975477
"530330292043",NA,976,102412,35704,0.05,0.071,0.056,0.065,39.5,0.273,0.072,0.078,0.12,0.148,0.105,0.074,0.078,0.051,2.74544489877922
"530330277022",NA,1694,5770,2570,0,0.014,0.038,0.035,53.5,0.2,0.099,0.066,0.094,0.118,0.125,0.072,0.103,0.124,3.12174637711725
"530670106004",NA,1276,52776,23225,0.092,0.051,0.042,0.047,37.7,0.339,0.092,0.074,0.105,0.139,0.091,0.071,0.053,0.036,5.34484820868202
"530330323281",NA,1154,34981,11619,0.117,0.072,0.05,0.098,38.7,0.078,0.029,0.029,0.048,0.06,0.09,0.116,0.148,0.401,3.42258217725694
"530530610012",NA,739,84993,35204,0,0.064,0.032,0.054,57.6,0.302,0.086,0.077,0.103,0.144,0.097,0.067,0.058,0.066,2.7933623226777
"530330323181",NA,2207,44800,14868,0.05,0.065,0.101,0.094,37.8,0.077,0.025,0.028,0.039,0.064,0.093,0.125,0.159,0.39,2.86633318987395
"530330320056",NA,988,57256,19769,0.12,0.062,0.088,0.088,38.3,0.136,0.04,0.051,0.09,0.173,0.144,0.115,0.14,0.11,2.75827797835403
"530530721081",NA,1526,64106,24924,0.213,0.072,0.067,0.068,28.3,0.369,0.094,0.091,0.115,0.119,0.08,0.059,0.042,0.031,3.4607201275864
"530530634002",NA,2600,116524,40928,0.165,0.073,0.16,0.073,26.7,0.361,0.11,0.108,0.115,0.133,0.079,0.04,0.034,0.02,4.56453400149153
"530530611003",NA,606,127863,54614,0.021,0.055,0.134,0.061,41.7,0.34,0.092,0.077,0.102,0.133,0.097,0.054,0.056,0.049,2.74993261123708
"530330218042",NA,2130,79503,31377,0.044,0.068,0.059,0.064,29.4,0.178,0.061,0.059,0.086,0.126,0.118,0.102,0.141,0.128,2.91184621706932
"530330205001",NA,1672,101611,42007,0.068,0.058,0.037,0.051,42.8,0.255,0.07,0.07,0.085,0.143,0.106,0.077,0.102,0.092,4.15716522325713
"530330320033",NA,1302,17980,6020,0.048,0.065,0.072,0.108,42.7,0.128,0.016,0.026,0.079,0.158,0.133,0.135,0.182,0.143,4.25482350607683
